compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Levodopa,,Dopamine precursor,DOPA decarboxylase (substrate for conversion to dopamine),Parkinson disease,Approved,1970,,,approved,CNS,,approved_control,Approved controls (success),C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,WTDRDQBEARUVNC-LURJTMIESA-N,6047,OK,1970.0,92,"This NCE is a physicochemical disaster for a CNS indication. With a cLogP well below zero, a TPSA exceeding 100 Å², and 5 hydrogen bond donors, it violently violates every CNS MPO guideline. Passive blood-brain barrier penetration is physically impossible; it relies entirely on saturable active transport (e.g., LAT1) to reach the brain. Structurally, it is a metabolic nightmare. The catechol moiety is highly susceptible to rapid O-methylation and oxidation into reactive, toxic ortho-quinones. Furthermore, the alpha-amino acid motif is a glaring liability for rapid peripheral decarboxylation. As the biological advisory highlights, this rapid peripheral clearance necessitates massive, gram-level dosing, guaranteeing severe systemic toxicity (arrhythmias, emesis) before the molecule ever reaches the CNS. The therapeutic window is practically non-existent. Tox Summary: Not Clean.",Low,"['Catechol (ortho-quinone formation risk)', 'Alpha-amino acid (rapid peripheral decarboxylation)']",0.15,"Massive gram-level dosing required due to poor PK guarantees severe peripheral toxicity, including emesis and cardiovascular events driven by peripheral metabolism.",0.1,"Efficacy relies entirely on saturable active transport to cross the BBB, competing with dietary amino acids, leading to highly erratic and non-physiological CNS exposure.",0.02,"Chronic administration of a catechol-containing molecule at gram-level doses invites long-term reactive metabolite toxicity, while pulsatile CNS exposure drives severe motor complications.",0.0003,CAUTION,"Attempting to treat a CNS deficit by systemically flooding the patient with a raw neurotransmitter precursor is a pharmacokinetic and toxicological nightmare. To achieve meaningful CNS penetration, this NCE will require massive, gram-level daily dosing because peripheral decarboxylases will rapidly metabolize the lion's share of the drug in the gut and plasma. This massive peripheral conversion guarantees severe systemic toxicity: profound emesis, orthostatic hypotension, and cardiac arrhythmias. Even if it reaches the brain, you are relying on non-physiological, pulsatile neurotransmitter synthesis that will inevitably downregulate receptors and drive severe long-term motor complications (dyskinesias) and neuropsychiatric events. As a monotherapy, its therapeutic window is practically non-existent."
Carbidopa,,Hydrazine decarboxylase inhibitor,Aromatic L-amino acid decarboxylase (peripheral inhibition),Parkinson disease,Approved,1975,,,approved,CNS,,approved_control,Approved controls (success),C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)NN,TZFNLOMSOLWIDK-JTQLQIEISA-N,34359,OK,1975.0,95,"As an NCE targeted for the CNS, this molecule is a physicochemical and toxicological disaster. The physicochemical profile (TPSA > 110 Å², HBD = 6, highly polar zwitterionic character) completely precludes passive blood-brain barrier penetration, violating all CNS MPO guidelines. Structurally, it triggers multiple 'Hard Kill' alerts. The terminal hydrazine is a severe liability, notorious for CYP-mediated bioactivation into reactive diazonium ions and radicals, driving idiosyncratic DILI. Compounding this is the catechol moiety, which readily auto-oxidizes to highly electrophilic ortho-quinones, causing massive glutathione depletion and covalent protein adduction. The presence of two potent reactive metabolite precursors in a scaffold that cannot even reach its intended CNS target makes this a non-starter. Tox Summary: Not Clean.",Low,"Terminal hydrazine (diazonium/radical formation), Catechol (ortho-quinone formation)",0.05,Severe toxicity risks from dual reactive metabolite precursors (hydrazine and catechol) trigger a hard cap on Phase 1 survival.,0.05,"Zero passive BBB penetration for a CNS target, coupled with profound target-mediated toxicity risks if central exposure were somehow achieved.",0.01,"Chronic administration of a hydrazine-catechol combination guarantees idiosyncratic DILI, lupus-like syndromes, and systemic toxicity.",2.5e-05,TERMINATE,"This candidate is a toxicological minefield that will not survive modern clinical safety hurdles. Structurally, it possesses a terminal hydrazine moiety—a severe, archaic structural alert notorious for undergoing CYP-mediated oxidation to reactive diazonium ions and radicals. This guarantees a high risk of idiosyncratic drug-induced liver injury (DILI) and drug-induced lupus erythematosus. Compounding this liver burden is the catechol (1,2-dihydroxybenzene) ring, which readily auto-oxidizes to highly electrophilic ortho-quinones, depleting hepatic glutathione and causing covalent protein adduction. Biologically, the target rationale is fundamentally catastrophic if intended for direct CNS action: inhibiting central decarboxylases would globally suppress the synthesis of essential monoamine neurotransmitters (dopamine, serotonin, norepinephrine), leading to profound motor deficits and psychiatric collapse. Even if intended as a peripherally restricted adjunct for a CNS indication, the combined hepatotoxic liabilities of the hydrazine and catechol functionalities at any meaningful clinical dose make this an unacceptable risk for a Novel Chemical Entity."
Benserazide,,DOPA decarboxylase inhibitor,Aromatic L-amino acid decarboxylase (peripheral inhibition),Parkinson disease,Approved,1979 (Japan),,,approved,CNS,,approved_control,Approved controls (success),C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O,BNQDCRGUHNALGH-UHFFFAOYSA-N,2327,OK,1979.0,88,"Evaluating as an NCE. The physicochemical profile is dominated by extreme polarity (TPSA > 150 Å², HBD = 8, highly negative cLogP). While this violates every CNS MPO rule, it perfectly satisfies the biological mandate for strict peripheral restriction, ensuring it will not cross the BBB to interfere with central dopamine synthesis. However, from a structural perspective, this molecule is a MedChem nightmare. It contains two severe, independent toxicophores. First, the 2,3,4-trihydroxybenzene (pyrogallol-like) ring is highly redox-active and will rapidly oxidize to reactive ortho-quinones, acting as potent Michael acceptors that deplete GSH and covalently bind hepatic proteins. Second, the hydrazide linker is a classic structural alert for idiosyncratic DILI, prone to bioactivation into reactive radical or diazonium species. Given the moderate-to-high dosing typically required for DDC inhibition, this dual-threat of reactive metabolite generation creates an unacceptable liver toxicity burden. Tox Summary: Not Clean.",Low,"2,3,4-trihydroxybenzene (quinone formation), hydrazide (DILI/reactive intermediates)",0.15,Severe safety liabilities due to dual reactive metabolite generators (quinone and hydrazine bioactivation).,0.45,"Extreme polarity guarantees peripheral restriction, allowing target engagement without BBB penetration.",0.05,Chronic administration of a redox-active hydrazide at required doses is a DILI timebomb.,0.003375,CAUTION,"The biological premise of a DOPA decarboxylase (DDC) inhibitor for a CNS indication is a tightrope walk: it must be strictly peripherally restricted to prevent peripheral breakdown of L-DOPA. If this molecule crosses the blood-brain barrier, it will block central dopamine synthesis and catastrophically worsen the very neurological symptoms it is meant to alleviate. While the extreme polarity of the molecule suggests poor CNS penetration, the structural liabilities are severe. The presence of a hydrazine/hydrazide moiety coupled with a highly redox-active trihydroxybenzene (pyrogallol) ring is a metabolic nightmare. The pyrogallol will readily oxidize to reactive quinones, while the hydrazine is a classic structural alert for idiosyncratic drug-induced liver injury (DILI). Given that DDC inhibitors typically require moderate-to-high daily dosing to maintain enzyme suppression, this high liver burden combined with reactive metabolite generation creates a massive toxicity liability."
Pramipexole,,Dopamine D2/D3 agonist,D3 receptor (higher affinity) and D2 receptor,Parkinson disease,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CCCN[C@H]1CCC2=C(C1)SC(=N2)N,FASDKYOPVNHBLU-ZETCQYMHSA-N,119570,OK,1997.0,58,"From a purely physicochemical standpoint, this molecule is a masterclass in CNS design. With a molecular weight of ~211 g/mol, a TPSA of ~51 Å², and a cLogP hovering around 2.0, it perfectly threads the needle of the CNS MPO guidelines. The rigid tetrahydrobenzothiazole core minimizes entropic penalties upon binding, ensuring high Lipophilic Efficiency (LipE). The basic secondary amine guarantees excellent aqueous solubility and rapid BBB penetration. Crucially, the molecule is simply too small and lacks the requisite hydrophobic bulk to trigger the classic hERG pharmacophore, bypassing a major CNS liability. However, the 2-aminothiazole motif is a known structural alert for oxidative bioactivation, though the exceptionally low predicted clinical dose (driven by high BBB penetrance and potency) heavily mitigates any real-world DILI risk. The elevated Edward Score is entirely driven by Salah's biological advisory (+35 penalty): the on-target D3-mediated neuropsychiatric liabilities (impulse control disorders, sleep attacks) are severe and unavoidable. The chemistry is elite, but the biology is a minefield. Tox Summary: Chemically Clean (low dose mitigates aminothiazole risk), Biologically Fraught.",High,"['2-aminothiazole (potential for oxidative bioactivation, though mitigated by low absolute dose)']",0.85,Excellent physicochemical properties. The low molecular weight and lack of lipophilic bulk minimize off-target promiscuity and hERG risk. High aqueous solubility and likely significant renal clearance bypass major hepatic bottlenecks.,0.65,Target engagement is virtually guaranteed. The molecule's MPO profile ensures rapid and extensive partitioning into the CNS to hit D2/D3 receptors.,0.25,"Severe regulatory and commercial headwinds due to on-target mechanism-based toxicities. High patient dropout rates expected from D3-driven impulse control disorders, hallucinations, and sudden sleep attacks.",0.138125,CAUTION,"Targeting D2/D3 receptors in the CNS is a double-edged sword. While the non-ergot structural motif avoids the catastrophic 5-HT2B-mediated valvular heart disease seen with older generations, the on-target pharmacodynamics are brutal. D3 agonism in the mesolimbic pathway is notoriously linked to severe impulse control disorders (pathological gambling, hypersexuality) and sudden sleep attacks. The low molecular weight and basic amine suggest excellent BBB penetrance and a low absolute dose requirement, which thankfully minimizes hepatic burden and DILI risk. However, the dose-limiting toxicities here are entirely mechanism-based. You will face severe regulatory scrutiny regarding neuropsychiatric adverse events, and patient dropout rates due to tolerability (nausea, orthostatic hypotension, hallucinations) will be significant."
Ropinirole,,Dopamine D2 agonist,D2 receptor and D3 receptor,Parkinson disease,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,UHSKFQJFRQCDBE-UHFFFAOYSA-N,5095,OK,1997.0,55,"Physicochemically, this molecule is an elite CNS penetrant. With a molecular weight of 260, a cLogP of approximately 2.8, and a TPSA of 32 Å², it sits perfectly within the CNS MPO Goldilocks zone. The structure features a basic tertiary amine linked via an ethyl spacer to an oxindole core, a classic aminergic GPCR pharmacophore. While this guarantees excellent blood-brain barrier penetration and high ligand efficiency (LipE), it also invites significant liabilities. Chemically, the exposed N,N-dipropyl groups are highly susceptible to rapid CYP450-mediated N-dealkylation (particularly via CYP1A2/3A4), likely resulting in high clearance and a short half-life. This pharmacokinetic vulnerability will severely complicate the agonizingly slow clinical titration schemes required to manage the brutal on-target D2/D3 toxicities highlighted in the biological advisory (nausea, hypotension, impulse control disorders). Furthermore, the basic amine and lipophilic propyl chains present a moderate hERG liability, though this is partially mitigated by the low overall molecular weight and lipophilicity. The non-ergot oxindole scaffold is a significant positive, cleanly avoiding historical 5-HT2B valvulopathy risks. However, the combination of rapid metabolic clearance and a razor-thin therapeutic index for the target class makes this a precarious clinical asset. Tox Summary: Clean structurally, but biologically fraught.",Low,"None (Clean scaffold, but high risk of rapid N-dealkylation)",0.75,"Excellent physicochemical properties (MW < 300, cLogP < 3) and the absence of hard structural alerts predict a smooth Phase 1 safety profile. The hERG risk is present but mitigated by low lipophilicity.",0.45,"Target engagement is guaranteed given the high BBB penetrance, but rapid clearance via N-dealkylation will make maintaining a stable therapeutic window difficult, exacerbating on-target adverse events.",0.2,"The brutal on-target pharmacology (D2/D3 cross-activation) guarantees severe dose-limiting autonomic and neuropsychiatric liabilities, leading to high dropout rates in chronic settings.",0.0675,CAUTION,"Dopamine D2 agonism for CNS indications is a clinical minefield defined by a razor-thin therapeutic index. While this low-molecular-weight, highly lipophilic tertiary amine will easily penetrate the blood-brain barrier and likely require a low absolute dose (sparing the liver from massive DILI risk), the on-target pharmacology is brutal. Peripheral D2 activation guarantees dose-limiting nausea, emesis, and orthostatic hypotension, necessitating agonizingly slow clinical titration schemes to avoid early trial dropouts. Centrally, pushing the dose risks severe psychiatric liabilities, including hallucinations, sudden sleep onset, and devastating impulse control disorders (hypersexuality, pathological gambling) driven by inevitable D2/D3 cross-activation. The non-ergot structural framework avoids the historical 5-HT2B valvulopathy graveyard, but the inherent autonomic and neuropsychiatric burden of the target class makes clinical management highly precarious."
Sumatriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1992,,,approved,CNS,,approved_control,Approved controls (success),CNS(=O)(=O)CC1=CC2=C(C=C1)NC=C2CCN(C)C,KQKPFRSPSRPDEB-UHFFFAOYSA-N,5358,OK,1992.0,65,"Physicochemically, the molecule presents an attractive profile: MW < 300, TPSA ~74 Å², and a low cLogP (< 2.0), completely avoiding the 'grease tax' and maintaining a high theoretical LipE. However, the structural execution is fundamentally flawed by the inclusion of an unprotected N,N-dimethylaminoethyl appendage on the indole core. This classic tryptamine motif is a prime substrate for rapid oxidative deamination by Monoamine Oxidase A (MAO-A), guaranteeing massive first-pass clearance and an abysmal pharmacokinetic half-life. As highlighted by the biological advisory, this metabolic instability forces high oral dosing to achieve CNS exposure. The high systemic Cmax required directly exacerbates the mechanism-based toxicity of 5-HT1B agonism, specifically coronary vasospasm. Furthermore, the highly polar N-methylmethanesulfonamide group, while mitigating hERG risk by keeping lipophilicity low, restricts passive blood-brain barrier permeability, making CNS target engagement highly inefficient. The molecule is a metabolic sieve that amplifies its own cardiovascular liabilities. Tox Summary: Not Clean (High risk of peripheral cardiovascular events driven by poor metabolic stability and high dose requirements).",Low,"['N,N-dimethyltryptamine motif (MAO-A liability)', 'Basic amine (potential hERG flag, though mitigated by low overall lipophilicity)']",0.45,Mechanism-based cardiovascular toxicity (coronary vasospasm) is severely amplified by the high Cmax required to overcome rapid MAO-A mediated first-pass metabolism.,0.35,Target engagement is compromised by a short half-life and suboptimal passive BBB penetration due to the highly polar sulfonamide and basic amine combination.,0.2,"The inherent cardiovascular risk profile necessitates strict patient stratification, severely limiting the addressable market and chronic safety viability.",0.0315,CAUTION,"The 5-HT1B/1D agonist class is clinically validated for abortive CNS indications via cranial vasoconstriction and inhibition of trigeminal neuropeptide release. However, the biological mechanism is fundamentally flawed by its lack of absolute regional selectivity. 5-HT1B receptors are densely expressed in coronary arteries; systemic agonism carries an inherent, dose-dependent risk of coronary vasospasm, myocardial ischemia, and hypertension. Furthermore, the tryptamine-derived scaffold featuring a basic amine is highly susceptible to rapid first-pass metabolism via MAO-A. This poor metabolic stability typically necessitates higher oral doses to achieve therapeutic systemic exposure, which directly amplifies the peripheral cardiovascular toxicity burden. The clinical window is entirely dependent on strict patient stratification to exclude those with underlying ischemic heart disease."
Rizatriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1998,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,ULFRLSNUDGIQQP-UHFFFAOYSA-N,5078,OK,1998.0,62,"Physicochemically, this NCE is exceptionally well-designed for CNS penetration. With a MW < 300, TPSA ~50 Å², and cLogP < 2.5, it achieves a near-perfect CNS MPO score and avoids the 'Grease Tax', suggesting high LipE. The 1,2,4-triazole provides a metabolically stable, polar vector that effectively balances the lipophilicity of the core. However, the developability is severely compromised by the N,N-dimethylaminoethyl indole motif. This is a classic, highly vulnerable substrate for rapid oxidative deamination via Monoamine Oxidase (MAO). As highlighted by the biological advisory (+30 penalty applied), this rapid clearance is a fatal flaw when coupled with the target biology: it necessitates higher Cmax dosing to maintain adequate CNS exposure, which directly exacerbates the fundamental on-target 5-HT1B liability of coronary vasoconstriction. The collision of poor metabolic stability with a mechanism-based cardiovascular toxicity creates a dangerously narrow therapeutic index. Tox Summary: Not Clean (Severe on-target vasospastic risk driven by required Cmax).",Low,"['N,N-dimethylaminoethyl indole (Rapid MAO-mediated oxidative deamination)']",0.65,"Chemically clean with low lipophilicity mitigating off-target hERG and promiscuity risks. However, the on-target cardiovascular vasoconstriction strictly limits the Phase 1 safety margin and maximum tolerated dose.",0.45,"Excellent CNS MPO suggests optimal brain penetration, but rapid MAO-mediated clearance threatens sustained target engagement and requires careful pharmacokinetic management.",0.2,"The mechanism-based coronary vasospasm liability requires severe clinical contraindications (e.g., ischemic heart disease), severely limiting the addressable patient population and chronic safety profile.",0.0585,CAUTION,"While the 5-HT1B/1D agonist mechanism is clinically validated for acute CNS indications, it carries a fundamental, mechanism-based cardiovascular liability. 5-HT1B receptors are heavily expressed in human coronary arteries, meaning systemic agonism inherently drives vasoconstriction. This creates a strict ceiling on the therapeutic index and necessitates severe clinical contraindications for patients with ischemic heart disease, uncontrolled hypertension, or prior cerebrovascular events. The structural reliance on an indole core with a basic amine suggests susceptibility to rapid oxidative metabolism (e.g., via MAO), which often forces higher dosing or specific formulation strategies to maintain adequate CNS exposure, thereby exacerbating the systemic vasospastic risk. It is a functional mechanism, but the safety window is permanently compromised by its on-target peripheral pharmacology."
Zolmitriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1997,,,approved,CNS,,approved_control,Approved controls (success),CN(C)CCC1=CNC2=C1C=C(C=C2)C[C@H]3COC(=O)N3,ULSDMUVEXKOYBU-ZDUSSCGKSA-N,60857,OK,1997.0,48,"From a pure physicochemical perspective, this is an elegant, highly optimized scaffold. With a MW < 300, a cLogP in the 1.5-2.0 range, and a TPSA of ~69 Å², it sits perfectly within the CNS MPO 'Goldilocks' zone. The incorporation of the oxazolidin-2-one ring is a brilliant MedChem maneuver: it provides a polar, metabolically stable hydrogen bond donor/acceptor vector that drives target affinity while keeping lipophilicity strictly capped, thereby avoiding the 'grease tax' and mitigating hERG liabilities typically associated with basic amines. The primary metabolic liability lies in the dimethylaminoethyl side chain, which is highly susceptible to MAO-A mediated oxidative deamination and CYP-mediated N-demethylation. Despite the structural brilliance, I must apply the 30-point biological penalty mandated by the advisory. The inescapable on-target 5-HT1B-mediated coronary vasospasm risk severely compromises the safety window, regardless of how clean the molecule is chemically. Tox Summary: Clean structurally, but biologically compromised by on-target CV liabilities.",Medium,None structurally; primary risk is on-target pharmacodynamic toxicity.,0.65,"Low MW and lack of reactive structural alerts minimize DILI and idiosyncratic tox. However, Phase 1 will require intense cardiovascular monitoring due to the on-target vasospasm risk.",0.7,"Excellent CNS MPO properties (TPSA < 90, low cLogP) guarantee brain penetration, and the mechanism is highly validated for cranial vasodilation.",0.35,The strict contraindication in patients with underlying cardiovascular disease limits the addressable population and introduces significant Phase 3/post-market risk.,0.15925,CAUTION,"The 5-HT1B/1D agonist mechanism is highly validated for CNS indications involving cranial vasodilation, but the systems biology of this target is fundamentally compromised by off-tissue expression. 5-HT1B receptors are densely expressed in human coronary arteries. Systemic agonism inherently drives a class-wide risk of coronary vasospasm, myocardial ischemia, and hypertensive crises. While the low molecular weight and potent indole-ethylamine scaffold suggest a low clinical dose requirement (<20mg), effectively eliminating high-burden DILI risk, the on-target cardiovascular toxicity is inescapable. This biological reality places a hard ceiling on the safety window and strictly contraindicates the drug in patients with underlying ischemic heart disease or uncontrolled hypertension."
Naratriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,1998,,,approved,CNS,,approved_control,Approved controls (success),CNS(=O)(=O)CCC1=CC2=C(C=C1)NC=C2C3CCN(CC3)C,AMKVXSZCKVJAGH-UHFFFAOYSA-N,4440,OK,1998.0,48,"From a purely physicochemical standpoint, this molecule is a masterclass in CNS drug design. With a MW < 350, a cLogP in the Goldilocks zone (~2.0), and a TPSA of ~74 Å², it perfectly threads the needle for blood-brain barrier penetration without relying on the 'Grease Tax'. The LipE is projected to be exceptionally high. Structurally, the basic N-methylpiperidine linked to the lipophilic indole core constitutes a baseline hERG pharmacophore. However, the strategic inclusion of the highly polar N-methylsulfamoyl group acts as a 'hERG-deflector', increasing PSA and lowering overall lipophilicity to mitigate cardiac ion channel affinity. Metabolically, the molecule is susceptible to CYP-mediated N-demethylation at the piperidine and oxidation at the unsubstituted indole C2 position, but the low MW and lack of structural complexity suggest a low dose requirement (<100mg), effectively neutralizing DILI risk. Despite the elegant chemistry, the biological advisory mandates a heavy penalty (+30 points). The 5-HT1B/1D agonism carries an unavoidable, on-target risk of systemic vasoconstriction and coronary artery spasm. The chemistry is pristine, but the mechanism is inherently compromised. Tox Summary: Clean chemically, but biologically restricted due to on-target cardiovascular liabilities.",Medium,"Basic N-methylpiperidine (hERG flag, though mitigated by distal polarity)",0.65,"Excellent physicochemical properties and lack of reactive metabolites predict clean chemical safety, but on-target 5-HT1B vasoconstriction poses a dose-limiting cardiovascular risk even in healthy volunteers.",0.55,"Perfect CNS MPO parameters (TPSA < 90, cLogP ~2.0) guarantee excellent brain penetration and robust target engagement at low doses.",0.25,The biological mechanism permanently narrows the therapeutic index. Strict contraindications in patients with underlying cardiovascular disease will severely restrict the addressable market and complicate Phase 3 safety readouts.,0.089375,CAUTION,"Targeting 5-HT1B/1D is a biologically validated but inherently compromised mechanism. While 5-HT1D agonism effectively halts trigeminal neuropeptide release for acute CNS pain relief, concurrent 5-HT1B agonism drives systemic vasoconstriction. This guarantees on-target coronary artery spasm liabilities, strictly contraindicating the drug in patients with underlying cardiovascular disease. The basic indole-piperidine scaffold will likely achieve efficacy at moderate doses (<100mg), sparing the liver from massive DILI risk, but the cardiovascular safety window is permanently narrowed by the fundamental biology of the target."
Zolpidem,,Z-drug (GABA-A modulator),GABA_A receptor (_1_-subunit selective PAM),Insomnia,Approved,1992,,,approved,CNS,,approved_control,Approved controls (success),CC1=CC=C(C=C1)C2=C(N3C=C(C=CC3=N2)C)CC(=O)N(C)C,ZAFYATHCZYHLPB-UHFFFAOYSA-N,5732,OK,1992.0,60,"Physicochemical profile is elite for CNS penetration: MW < 350, TPSA ~38 Å², HBD = 0, and cLogP ~3.5. The rigid imidazopyridine core minimizes entropic penalties, driving high LipE. Crucially, the structure features multiple metabolic soft spots—specifically the p-tolyl methyl, the core methyl, and the N,N-dimethylamide—which guarantee rapid CYP-mediated clearance via benzylic oxidation and N-demethylation. While typically flagged as a metabolic liability in chronic therapies, this rapid clearance perfectly addresses the biological mandate to minimize next-day cognitive impairment and 'hangover' effects. The scaffold lacks a strong basic center (pKa < 8), mitigating hERG risk despite the lipophilicity. However, per the biological advisory, the severe class-wide liabilities of GABA-A modulation (parasomnias, amnesia) and the hostile regulatory environment impose a massive 40-point penalty. The chemistry is perfectly tuned for the indication, but the target biology is a clinical minefield. Tox Summary: Clean.",Low,None significant; rapid clearance mitigates accumulation risks.,0.85,"Excellent physicochemical properties, no structural alerts, and lack of a hERG pharmacophore suggest a clean Phase 1 safety profile.",0.6,Elite CNS MPO guarantees BBB penetration and target engagement. The intentionally rapid clearance matches the required PK/PD profile for sleep induction without residual effects.,0.2,"Severely bottlenecked by target biology. Razor-thin therapeutic index, risk of complex sleep behaviors, and intense regulatory scrutiny for GABA-A modulators cap late-stage success.",0.102,CAUTION,"GABA-A receptor modulation is a clinically validated but highly stigmatized mechanism. The primary biological risk here is not hepatotoxicity—as the required dose for this lipophilic, BBB-penetrant scaffold is typically low—but rather the razor-thin therapeutic index in the CNS. Positive allosteric modulation of GABA-A carries severe class-wide liabilities: complex sleep behaviors (parasomnias), next-day cognitive impairment, anterograde amnesia, and respiratory depression. The scaffold suggests rapid CNS entry, which demands perfectly tuned pharmacokinetics (rapid clearance) to avoid residual 'hangover' effects. Any deviation in patient metabolism or clearance will collapse the safety window, leading to severe adverse events. Developing a novel GABA-A modulator today faces a brutal regulatory environment where even minor next-day impairment or abuse signals will instantly kill the asset."
Warfarin,,Vitamin K antagonist,Vitamin K epoxide reductase complex subunit 1 (VKORC1),Anticoagulation,Approved,1954,,,approved,Cardiovascular,,approved_control,Approved controls (success),CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,PJVWKTKQMONHTI-UHFFFAOYSA-N,54678486,OK,1954.0,85,"This NCE presents a fascinating dichotomy: its baseline physicochemical properties (MW ~308, cLogP ~2.8, TPSA ~63 Å²) are deceptively pristine, yet its structural motifs are a pharmacokinetic nightmare when paired with its target class. The 4-hydroxycoumarin core is a highly acidic enol (pKa ~5.0), meaning it circulates almost exclusively as an anion at physiological pH. This guarantees extreme plasma protein binding (>99%), providing the exact structural mechanism for the massive drug-drug interaction (displacement) risks flagged in the biological advisory. Furthermore, the molecule features a chiral center linked to a pendant ketone. If advanced as a racemate, it guarantees stereoselective, highly variable metabolism via CYP450 aromatic hydroxylation and keto-reductases. In a target class with a razor-thin therapeutic index, this structural guarantee of erratic exposure is a clinical death sentence. Adding the biological advisory's 45-point penalty for an archaic, hemorrhage-inducing mechanism, this molecule is structurally and biologically unjustifiable for modern development. Tox Summary: Not Clean (Severe DDI and bleeding risk driven by extreme PPB and stereoselective metabolic clearance).",Medium,"4-hydroxycoumarin (extreme PPB driver), aliphatic ketone (reductase liability)",0.4,"While devoid of hERG or MBI alerts, the narrow therapeutic index and high protein binding introduce significant early safety and dosing challenges in healthy volunteers.",0.2,Extreme pharmacogenomic variability in clearance (CYP450s) and massive DDI potential via protein binding displacement will severely complicate proof-of-concept efficacy and safety readouts.,0.01,"As per the biological advisory, advancing a novel Vitamin K antagonist in an era of DOACs is commercially and clinically unjustifiable due to insurmountable monitoring burdens and fatal bleeding risks.",0.0008,TERMINATE,"Targeting Vitamin K antagonism is a clinical graveyard for novel development. The mechanism inherently possesses an extremely narrow therapeutic index, guaranteeing severe hemorrhagic liabilities. The pharmacodynamic response is highly susceptible to dietary Vitamin K fluctuations, massive drug-drug interactions via protein binding displacement, and profound pharmacogenomic variability (VKORC1 and CYP450 polymorphisms). In an era dominated by predictable, unmonitored direct oral anticoagulants (DOACs), advancing a novel VKA is biologically archaic and clinically unjustifiable due to the insurmountable monitoring burden and fatal bleeding risks."
