compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Rivaroxaban,,Factor Xa inhibitor,Activated Factor X (FXa),Anticoagulation,Approved,2011,,,approved,Cardiovascular,,approved_control,Approved controls (success),C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,KGFYHTZWPPHNLQ-AWEZNQCLSA-N,9875401,OK,2011.0,55,"The molecule presents an elegant, rigidified architecture with excellent physicochemical properties (MW ~436, cLogP ~2.5, TPSA ~88, HBD=1). The linear arrangement of the morpholinone, phenyl, and oxazolidinone rings minimizes rotatable bonds, optimizing the entropic profile for binding the S1 and S4 pockets of Factor Xa. However, structural liabilities exist. The chlorothiophene moiety is a known flag for CYP-mediated bioactivation (epoxidation or sulfoxidation), though the 5-chloro substitution strategically mitigates the primary site of metabolism. Furthermore, the oxazolidinone core carries a historical association with mitochondrial toxicity during chronic administration—a significant concern for lifelong cardiovascular therapy. Integrating the biological advisory, the narrow therapeutic index of Factor Xa (hemorrhage risk) and the molecule's likely dependence on CYP3A4/P-gp clearance pathways create a precarious clinical tightrope where any DDI-induced exposure fluctuation could be fatal. Tox Summary: Not Clean.",Medium,"Chlorothiophene (CYP-mediated bioactivation risk), Oxazolidinone (mitochondrial toxicity risk)",0.65,"Acute safety is supported by the low expected dose and favorable physicochemical properties, but the chlorothiophene and oxazolidinone motifs present underlying chronic toxicity risks.",0.75,Factor Xa is a highly validated target. The molecule's rigid structure and excellent LipE suggest strong target engagement and predictable pharmacokinetics.,0.4,"The narrow therapeutic index (major hemorrhage) combined with potential CYP3A4/P-gp DDIs makes chronic, real-world administration highly risky. Any exposure fluctuation is clinically dangerous.",0.195,CAUTION,"Factor Xa is a highly validated, downstream node in the coagulation cascade, offering predictable efficacy for cardiovascular and thrombotic indications. However, the mechanism is inherently a double-edged sword: the primary toxicity is exaggerated pharmacology leading to major, potentially fatal hemorrhage (intracranial, gastrointestinal). The therapeutic index is notoriously narrow. Furthermore, molecules targeting this pathway frequently suffer from CYP3A4 and P-glycoprotein (P-gp) mediated drug-drug interactions. Any fluctuation in exposure due to DDIs, age, or renal impairment will push the patient directly into a bleeding event or thrombotic failure. The structural features (chlorothiophene and oxazolidinone core) suggest high affinity for the S1 and S4 pockets, which likely allows for a low-to-moderate clinical dose (<50mg), sparing the liver from brute-force DILI. However, the clinical tightrope of systemic anticoagulation remains a severe, ever-present liability."
Dabigatran,,Direct thrombin inhibitor,Thrombin (Factor IIa),Anticoagulation,Approved,2010,,,approved,Cardiovascular,,approved_control,Approved controls (success),CN1C2=C(C=C(C=C2)C(=O)N(CCC(=O)O)C3=CC=CC=N3)N=C1CNC4=CC=C(C=C4)C(=N)N,YBSJFWOBGCMAKL-UHFFFAOYSA-N,216210,OK,2010.0,89,"Structurally, this NCE is a pharmacokinetic dead-end. The presence of a highly basic phenylamidine (pKa ~11) paired with a propionic acid (pKa ~4) creates a permanent zwitterion at physiological pH. Combined with a TPSA exceeding 150 Å² and a high hydrogen bond donor count, passive oral permeability will be virtually zero. To achieve systemic exposure, this scaffold mandates a complex, multi-stage prodrug strategy; otherwise, massive oral doses are required, which directly feeds into the DILI risk highlighted by the biological advisory. The high hepatic burden of clearing this polar, multi-ring system (benzimidazole, pyridine, phenyl) via Phase II glucuronidation and CYP-mediated oxidation is a severe liability. Furthermore, the amidine motif is a classic flag for poor ADME, though the zwitterionic nature may paradoxically shield it from hERG by preventing membrane partitioning. However, the narrow therapeutic index for direct thrombin inhibitors means any erratic exposure profile—guaranteed by this physicochemical profile—will lead to fatal hemorrhage. Incorporating the 35-point biological penalty for historical target stigma and DILI risk, this molecule is heavily penalized. Tox Summary: Not Clean (High DILI risk driven by massive dose requirements and erratic exposure).",Low,"['Phenylamidine (highly basic, poor permeability, erratic absorption)', 'Zwitterionic core (amidine + carboxylic acid mandates high dose/hepatic burden)']",0.35,High risk of GI intolerance and erratic exposure due to zwitterionic nature. Bleeding risk presents an immediate safety hurdle in healthy volunteers.,0.2,"While in vitro potency may be high, achieving reliable in vivo target engagement without a prodrug is nearly impossible. Erratic PK will destroy the therapeutic window.",0.05,"Chronic administration of a high-dose, hepatically burdensome direct thrombin inhibitor carries an extreme risk of idiosyncratic DILI and fatal hemorrhagic events.",0.0035,CAUTION,"Direct thrombin inhibition is a pharmacological tightrope walk over a canyon of fatal hemorrhage. While the target is validated for cardiovascular indications, the inherent mechanism guarantees a razor-thin therapeutic index where overshooting means intracranial or gastrointestinal bleeding. Structurally, this molecule is a zwitterionic nightmare: the highly basic amidine and carboxylic acid ensure abysmal oral permeability. To force systemic exposure, you will need massive oral doses or a heavy prodrug strategy. High hepatic exposure in this specific target class is a notorious clinical graveyard, having previously triggered catastrophic idiosyncratic drug-induced liver injury (DILI) in earlier generation candidates. You are trading thrombosis for severe bleeding and a massive liver burden."
Edoxaban,,Factor Xa inhibitor,Activated Factor X (FXa),Anticoagulation,Approved,2015,,,approved,Cardiovascular,,approved_control,Approved controls (success),CN1CCC2=C(C1)SC(=N2)C(=O)N[C@@H]3C[C@H](CC[C@@H]3NC(=O)C(=O)NC4=NC=C(C=C4)Cl)C(=O)N(C)C,HGVDHZBSSITLCT-JLJPHGGASA-N,10280735,OK,2015.0,68,"The physicochemical profile of this NCE is dominated by its massive polar surface area (TPSA > 130 Å²) and high molecular weight (MW ~548), driven by the oxalamide linker and multiple amide motifs. While the oxalamide provides critical bidentate hydrogen bonding for target affinity, it obliterates passive permeability. Consequently, this molecule is a guaranteed P-glycoprotein (P-gp) substrate. As Salah correctly highlights, in a Factor Xa indication with a razor-thin therapeutic index, P-gp efflux creates a severe liability for variable oral exposure and catastrophic drug-drug interactions (DDIs) with common cardiovascular co-medications (e.g., P-gp inhibitors). The N-methyl tetrahydrothiazolopyridine presents a clear site for CYP3A4-mediated N-demethylation, further complicating the pharmacokinetic profile. Fortunately, the high polarity effectively mitigates hERG liabilities despite the presence of a basic amine, and the cLogP is kept reasonably low, preserving LipE. Tox Summary: Clean structurally, but high DDI/exposure risk.",Medium,"Oxalamide (severe permeability/P-gp liability), N-methyl tertiary amine (CYP3A4 N-demethylation site)",0.75,Absence of hard electrophiles or MBI alerts suggests acceptable acute safety. The high TPSA effectively shields the basic amine from hERG channel affinity.,0.45,"Target engagement is likely robust due to the oxalamide pharmacophore, but high P-gp efflux will cause significant inter-patient variability in exposure, complicating dose-finding.",0.15,"The razor-thin therapeutic index of Factor Xa combined with P-gp/CYP3A4-driven DDI risks in a polypharmacy elderly population severely threatens chronic safety, specifically regarding major bleeding events.",0.050625,CAUTION,"Factor Xa is a biologically validated node in the coagulation cascade, but it is inherently cursed by a razor-thin therapeutic index. You are walking a tightrope between thrombosis and catastrophic hemorrhage. The structural bulk and highly polar motifs (oxalamide, multiple amides) strongly implicate P-glycoprotein (P-gp) efflux and potential CYP-mediated clearance liabilities. In the polypharmacy nightmare of elderly cardiovascular patients, any drug-drug interaction (DDI) or mild renal impairment that spikes systemic exposure will rapidly convert a therapeutic dose into a fatal gastrointestinal or intracranial bleed. It is not a graveyard target, but the mechanism-based toxicity is unforgiving and demands flawless pharmacokinetic execution."
Olmesartan,,ARB,Angiotensin II type 1 (AT1) receptor,Hypertension,Approved,2002,,,approved,Cardiovascular,,approved_control,Approved controls (success),CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,VTRAEEWXHOVJFV-UHFFFAOYSA-N,158781,OK,2002.0,12,"The structural blueprint of this NCE is highly optimized for peripheral target engagement. The inclusion of a biphenyl tetrazole paired with a carboxylic acid generates a di-anionic species at physiological pH (tetrazole pKa ~4.5, carboxylic acid pKa ~3.5). This dual negative charge not only guarantees high-affinity electrostatic anchoring to the receptor—driving up LipE and keeping the clinical dose low—but it also completely obliterates hERG liability, as the hERG inner cavity strictly prefers lipophilic bases. Furthermore, the elevated TPSA (>110 Å²) ensures strict peripheral restriction, preventing unwanted CNS penetration for a cardiovascular indication. From a metabolic standpoint, the incorporation of a tertiary alcohol (hydroxyisopropyl) is an elite MedChem maneuver, completely blocking the oxidative liabilities (aldehyde/ketone formation) associated with primary or secondary alcohols. The primary metabolic soft spots are omega/omega-1 oxidation of the lipophilic butyl chain and potential acyl glucuronidation of the carboxylic acid. However, the high potency and resulting low dose requirement (as highlighted by the biological advisory) effectively neutralize the DILI risk typically associated with reactive acyl glucuronides. Tox Summary: Clean.",Medium,"Carboxylic acid (theoretical risk of acyl glucuronidation and subsequent protein adduction, though mitigated by low dose)",0.88,Di-anionic state at physiological pH eliminates hERG risk. Absence of structural alerts for mechanism-based inhibition (MBI) and low expected dose heavily de-risk Phase 1 safety.,0.7,"Highly validated biological target. The biphenyl tetrazole and carboxylic acid provide exceptional electrostatic vectors for target engagement, ensuring robust hemodynamic efficacy.",0.6,"Excellent developability profile. Chronic safety risks are limited to predictable, mechanism-based extensions of pharmacology (e.g., hyperkalemia) rather than off-target chemical toxicity.",0.3696,ELITE,"The Angiotensin II Type 1 (AT1) receptor is a highly validated, biologically de-risked target for cardiovascular indications. Unlike metabolic or neurodegenerative graveyards, RAAS modulation provides predictable, titratable hemodynamic efficacy without off-target systemic chaos. The structural inclusion of a biphenyl tetrazole and carboxylic acid guarantees high-affinity electrostatic anchoring to the AT1 receptor. This high potency ensures the clinical dose will remain low (likely <50mg), completely bypassing the high-dose/high-liver-burden DILI trap that kills less potent molecules. The only clinical risks are predictable, mechanism-based extensions of pharmacology (hyperkalemia, hypotension), which are easily managed in the clinic. Biologically, this is a highly feasible, low-attrition profile."
Rosuvastatin,,HMG-CoA reductase inhibitor,HMG-CoA reductase,Dyslipidemia,Approved,2003,,,approved,Cardiovascular,,approved_control,Approved controls (success),CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,BPRHUIZQVSMCRT-VEUZHWNKSA-N,446157,OK,2003.0,68,"The molecule features a pyrimidine core heavily decorated with polar moieties, most notably an N-methylmethanesulfonamide and a 3,5-dihydroxyheptenoic acid side chain. At physiological pH, the carboxylic acid is ionized, pushing the TPSA well over 140 Å² and driving cLogP near zero. While this extreme polarity successfully mitigates CYP450-mediated metabolism (avoiding CYP3A4 liabilities common to lipophilic analogs), it completely abolishes passive membrane permeability. As highlighted by the biological advisory, this forces an absolute reliance on active hepatic uptake via OATP transporters (e.g., OATP1B1) to reach the intracellular target. This is a critical flaw in a broad cardiovascular population: any genetic polymorphism (SLCO1B1) or DDI that impairs transport will cause systemic AUC to skyrocket, obliterating the therapeutic index and triggering dose-limiting myotoxicity. Furthermore, the open hydroxy-acid is in equilibrium with its lactone, complicating the pharmacokinetic profile. Tox Summary: Not Clean (High risk of systemic myotoxicity secondary to transporter-mediated DDIs).",High,"Dihydroxyheptenoic acid (myotoxicity driver upon systemic accumulation), N-methylmethanesulfonamide (extreme polarity driver forcing OATP dependence)",0.45,Phase 1 will heavily scrutinize the DDI profile. The absolute reliance on OATP1B1 for clearance presents a massive hurdle for healthy volunteer safety if co-administered with transporter inhibitors.,0.65,"Target engagement is highly probable given the structural mimicry of the HMG-CoA intermediate, provided adequate hepatic concentrations are achieved via active transport.",0.3,Broad population rollout will expose the severe pharmacogenomic vulnerabilities (SLCO1B1 variants) leading to unpredictable systemic exposure and rhabdomyolysis in a chronic setting.,0.08775,CAUTION,"HMG-CoA reductase is a highly validated, gold-standard target for cardiovascular risk reduction, but evaluating this as an NCE reveals severe clinical pharmacology hurdles. The primary liability of this mechanism is systemic exposure leading to skeletal muscle toxicity (myopathy and rhabdomyolysis). The highly polar structural features, including the sulfonamide moiety, indicate a heavy reliance on active hepatic uptake via OATP transporters (e.g., OATP1B1) to achieve liver-targeted efficacy while sparing peripheral tissues. This creates a massive vulnerability to genetic polymorphisms (SLCO1B1) and drug-drug interactions. Any impairment in hepatic uptake will cause systemic AUC to skyrocket, obliterating the therapeutic index and triggering dose-limiting myotoxicity. While the mechanism is proven, the safety margin is razor-thin and entirely dependent on transporter kinetics."
Empagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2014,,,approved,Metabolic,,approved_control,Approved controls (success),C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,OBWASQILIWPZMG-QZMOQZSNSA-N,11949646,OK,2014.0,28,"The molecule features a C-glycoside architecture, a masterful medicinal chemistry tactic conferring absolute resistance against luminal and systemic beta-glucosidases, ensuring high metabolic stability. The physicochemical profile is perfectly tuned for a peripheral target: the high TPSA (~107 Å²) and HBD count (4) from the sugar moiety effectively restrict CNS penetration, which is highly desirable for this indication. The aglycone, consisting of a chlorodiphenylmethane core linked to a tetrahydrofuran ether, provides the requisite lipophilicity (cLogP ~2.0) to drive high-affinity binding without incurring a 'grease tax'. The lack of basic amines completely abolishes hERG liability. The primary metabolic soft spots are the methylene bridge and the THF ring, but these are low-risk for reactive metabolite formation. As noted in the biological advisory, the low projected dose mitigates idiosyncratic DILI risks. A 10-point penalty for historical target stigma has been incorporated into the final score. Tox Summary: Clean.",High,None identified,0.85,"Excellent structural safety profile. The absence of basic centers eliminates hERG risk, and the lack of structural alerts (no MBI motifs, no fragment tox) combined with a balanced cLogP minimizes Phase 1 toxicity risks.",0.65,"Highly validated target space. The C-glycoside ensures sufficient metabolic stability for adequate exposure, while the specific aglycone vectors strongly suggest high target affinity and engagement.",0.45,"While the chemical structure is highly developable and avoids idiosyncratic DILI, the inescapable mechanistic liabilities (genitourinary mycotic infections, euglycemic DKA) highlighted in the biological advisory present significant chronic safety and tolerability hurdles.",0.248625,ELITE,"The SGLT2 target space is highly validated, successfully escaping the clinical graveyard of historical metabolic targets like PPAR-gamma. The C-glycoside architecture provides excellent metabolic stability against luminal and systemic beta-glucosidases, driving high target affinity. This allows for a low clinical dose burden (likely <50mg), which beautifully circumvents the idiosyncratic DILI risks that typically plague high-dose metabolic drugs. However, the fundamental mechanism—forcing osmotic diuresis and glycosuria—is not without biological consequence. You are trading glycemic control for a guaranteed increase in genitourinary mycotic infections and a persistent risk of euglycemic diabetic ketoacidosis (DKA) due to systemic metabolic shifts. Assuming the molecule possesses strict selectivity over SGLT1 to avoid catastrophic gastrointestinal toxicity (diarrhea/malabsorption), the biological feasibility is elite, even if the mechanistic side effects are inescapable."
Dapagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2014,,,approved,Metabolic,,approved_control,Approved controls (success),CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl,JVHXJTBJCFBINQ-ADAARDCZSA-N,9887712,OK,2014.0,25,"The molecule features a C-aryl glucoside scaffold, an elegant MedChem solution that replaces the metabolically labile O-glycosidic bond with a robust C-C linkage, conferring absolute resistance to gut and systemic beta-glucosidases. The physicochemical profile is exquisitely tuned for a peripheral target: the high TPSA (~99 Å²) and HBD count (4) from the sugar moiety effectively restrict blood-brain barrier penetration, eliminating CNS off-target liabilities. The aglycone is optimized with a proximal chlorine atom, which likely restricts the dihedral angle between the rings, minimizing entropic penalty upon binding and shielding the core from oxidative metabolism. The distal ethoxy ether provides a critical vector for SGLT2 vs SGLT1 selectivity. The complete absence of basic amines eradicates hERG liability, and the balanced cLogP (~2.5) combined with a low projected clinical dose mitigates DILI risk. Primary clearance will likely be driven by phase II glucuronidation of the sugar hydroxyls or CYP-mediated O-deethylation, both of which are predictable and manageable. Incorporating the biological advisory's 15-point penalty for mechanism-based liabilities. Tox Summary: Clean.",High,None,0.85,Complete absence of basic amines eliminates hERG risk. No structural alerts for MBI or reactive metabolites. High aqueous solubility from the sugar moiety ensures good tolerability and predictable exposure.,0.65,"The C-glucoside linkage guarantees excellent oral bioavailability and prolonged half-life compared to early-generation O-glucosides, ensuring sustained target engagement at low doses.",0.45,"Low dose burden and clean physicochemical profile minimize idiosyncratic DILI. Chronic attrition risks are primarily mechanism-based (GU infections, DKA) rather than chemically driven.",0.248625,ELITE,"SGLT2 is a highly validated, low-attrition target for metabolic and cardiorenal indications. The C-aryl glucoside scaffold bypasses the metabolic instability of early O-glucosides, preventing rapid cleavage by gut beta-glucosidases. This allows for high target engagement at a low clinical dose burden (<50mg), effectively neutralizing the threat of dose-dependent DILI. However, the mechanism is fundamentally based on inducing continuous glycosuria. This guarantees a baseline incidence of genitourinary mycotic infections and carries a severe, albeit manageable, class-wide risk of euglycemic diabetic ketoacidosis (DKA) and volume depletion. Assuming strict SGLT2 over SGLT1 selectivity is achieved to avoid catastrophic gastrointestinal toxicity (diarrhea), the biological feasibility is elite, though the mechanism inherently trades metabolic control for localized genitourinary and osmotic liabilities."
Canagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2013,,,approved,Metabolic,,approved_control,Approved controls (success),CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,24812758,OK,2013.0,38,"Physicochemically, this molecule is a masterclass in balancing extreme polarity with lipophilic bulk. The C-glycoside motif is a brilliant MedChem maneuver, replacing a metabolically labile O-glycosidic bond with a robust C-C linkage. This effectively immunizes the molecule against endogenous beta-glucosidases while preserving the critical hydrogen-bond donor network (HBD=4) required for the glucose recognition site. The aglycone tail provides the necessary lipophilic anchor to drive LipE without pushing the overall MW past 450, keeping cLogP in the highly desirable 2.0-2.5 range. The para-fluoro substitution elegantly caps a primary CYP oxidation hotspot on the distal phenyl ring. However, the central thiophene ring is a glaring structural alert; it carries a non-trivial risk of CYP-mediated bioactivation via epoxidation or S-oxidation, potentially generating reactive electrophiles that could drive idiosyncratic DILI. The benzylic methylene bridge also presents a secondary metabolic soft spot. Biologically, while the target is validated, the inherent mechanism-based liabilities (euglycemic DKA, GU mycotic infections) noted in the bio-advisory demand a pristine safety profile, and the 10-point target stigma penalty has been applied. Tox Summary: Not Clean (Thiophene bioactivation risk).",Medium,Thiophene ring (risk of CYP-mediated epoxidation/S-oxidation to reactive electrophiles); Benzylic methylene bridge (site of potential rapid oxidation),0.75,"Excellent MPO (MW < 450, TPSA ~90) suggests good oral bioavailability and baseline tolerability. However, the thiophene moiety introduces a risk of reactive metabolite formation that caps the safety probability.",0.65,"The C-glycoside ensures survival past gut and hepatic glucosidases, guaranteeing adequate systemic exposure. The highly validated mechanism strongly predicts robust pharmacodynamic efficacy (glucosuria).",0.45,"While efficacy is highly probable, chronic administration in a metabolic population exposes the molecule to the class-wide risks of euglycemic DKA and GU infections, compounded by the latent DILI risk from thiophene bioactivation.",0.219375,ELITE,"SGLT2 inhibition is a highly validated, pleiotropic metabolic target with established efficacy in glycemic control, heart failure, and chronic kidney disease. The mechanism relies on inducing therapeutic glucosuria. While highly effective, this mechanism inherently drives class-wide clinical liabilities: high rates of genitourinary mycotic infections, volume depletion, and the rare but critical risk of euglycemic diabetic ketoacidosis (DKA) driven by systemic shifts in glucagon-to-insulin ratios. The C-glycoside structural motif provides essential metabolic stability against endogenous beta-glucosidases, ensuring adequate systemic exposure at moderate doses and preventing excessive hepatic metabolic burden. The target is far from a clinical graveyard, but the safety profile requires rigorous monitoring for DKA and peripheral vascular complications."
Sitagliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2006,,,approved,Metabolic,,approved_control,Approved controls (success),C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,MFFMDFFZMYYVKS-SECBINFHSA-N,4369359,OK,2006.0,40,"This is a highly optimized, rigidified scaffold demonstrating excellent physicochemical discipline. With a MW around 407 and TPSA near 85 Å², it sits comfortably within developability parameters. The strategic deployment of six fluorine atoms (a trifluoromethyl group and a 2,4,5-trifluorophenyl ring) is a textbook MedChem maneuver to completely shut down CYP450-mediated oxidative metabolism on the aromatic systems while modulating the pKa of adjacent groups. The primary amine, while typically a flag for amine oxidase liability, is cleverly shielded by the adjacent chiral center and the bulky trifluorobenzyl moiety. The fused triazolopiperazine core provides a rigid, polar framework that balances the lipophilicity of the fluorinated regions, likely yielding a highly favorable LipE. However, I must integrate the biological advisory: the heavy fluorination, while metabolically protective, pushes the molecule toward potential off-target promiscuity. Furthermore, the inherent target liabilities of DPP-4 (CD26 cross-reactivity, DPP-8/9 toxicity, and idiosyncratic pancreatitis) cannot be ignored. A 25-point penalty is applied for these target-mediated clinical risks. Tox Summary: Clean.",High,"Primary amine (potential for amine oxidase degradation, though sterically shielded), heavy fluorination (potential for off-target promiscuity).",0.85,"Excellent physicochemical properties, high metabolic stability due to extensive fluorination, and lack of classic hERG or MBI alerts suggest a smooth Phase 1 safety profile.",0.55,"The primary amine provides a strong vector for target engagement (mimicking the natural incretin N-terminus), and the rigid scaffold minimizes entropic penalties upon binding.",0.35,"Capped by the biological advisory regarding DPP-4 target liabilities, including potential DPP-8/9 cross-reactivity, immune modulation via CD26, and idiosyncratic risks like pancreatitis.",0.163625,CAUTION,"While DPP-4 inhibition is a biologically validated mechanism for incretin enhancement, this target is not without its demons. DPP-4 is identical to the T-cell activation antigen CD26; systemic inhibition carries inherent risks of immune modulation, hypersensitivity, and potential cross-reactivity with other dipeptidyl peptidases (e.g., DPP-8/9) which mediate severe toxicity. Furthermore, the incretin-enhancer class is haunted by idiosyncratic risks of acute pancreatitis and severe, disabling arthralgia. Structurally, the heavy reliance on fluorination (a trifluoromethyl group and a trifluorophenyl ring) to drive metabolic stability and target residence time is a double-edged sword. While it may keep the daily dose burden below the critical 100mg hepatotoxicity threshold, it increases the risk of off-target promiscuity. The primary amine is necessary for target engagement but requires strict steric shielding to avoid amine oxidase liability."
Linagliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2011,,,approved,Metabolic,,approved_control,Approved controls (success),CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,LTXREWYXXSTFRX-QGZVFWFLSA-N,10096344,OK,2011.0,48,"This NCE is built on a rigidified bicyclic core that effectively vectors three distinct appendages. The (R)-3-aminopiperidine moiety provides the critical primary amine (pKa ~8.5-9.0) necessary for high-affinity salt-bridge formation in the DPP-4 S1/S2 pocket, driving sub-nanomolar potency and excellent LipE. This high potency enables a low clinical dose (<10 mg), which, as the biological advisory notes, significantly mitigates idiosyncratic DILI risks despite the molecule's reliance on hepatic/biliary clearance. The bulky methylquinazoline appendage is the primary driver of this non-renal clearance route, offering a niche advantage but requiring robust hepatic stability. From a structural alert perspective, the 2-butynyl group is a flag; while internal alkynes are less prone to CYP-mediated mechanism-based inhibition (MBI) than terminal alkynes, they still warrant metabolic scrutiny. The hERG pharmacophore (basic amine + lipophilic quinazoline) is technically present, but the high TPSA (~104 Å²) and rigid spacer effectively dampen channel affinity. The primary liabilities are biological, stemming from the CD26/DPP-4 target class (immune modulation, pancreatitis) which incurs a heavy penalty. Tox Summary: Clean, provided the internal alkyne does not undergo bioactivation.",Medium,"2-butynyl group (potential CYP MBI via oxirene/ketene intermediates), methylquinazoline (lipophilic bulk driving hepatic burden)",0.75,"High potency and low projected dose (<10 mg) insulate against acute toxicity. The internal alkyne poses a moderate MBI risk, but the high TPSA mitigates hERG liability.",0.85,DPP-4 is a highly validated target. The primary amine pharmacophore guarantees robust target engagement and glycemic efficacy.,0.45,"Heavily penalized by target-class biology. CD26 cross-reactivity, immune modulation, and post-marketing signals of pancreatitis and heart failure make chronic safety a significant hurdle.",0.286875,CAUTION,"DPP-4 is a highly validated metabolic target for glycemic control, but it is not without biological baggage. DPP-4 is identical to the T-cell activation antigen CD26, meaning systemic inhibition carries inherent risks of immune modulation, manifesting clinically as hypersensitivity reactions and bullous pemphigoid. Furthermore, the class is haunted by post-marketing signals of severe arthralgia, acute pancreatitis, and increased heart failure hospitalization risk. Structurally, this NCE features a highly lipophilic, bulky bi-aryl/heterocyclic appendage (methylquinazoline-like) attached to a rigid core. This heavily biases the molecule toward hepatic/biliary clearance rather than renal excretion. While this is advantageous for renally impaired diabetic patients, it places the clearance burden entirely on the liver. Fortunately, the primary amine pharmacophore typically drives sub-nanomolar potency, which should keep the clinical dose low (<10 mg) and mitigate acute DILI risk. However, the sheer scale of safety data required for a metabolic NCE makes this a high-stakes gamble."
Alogliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2013,,,approved,Metabolic,,approved_control,Approved controls (success),CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCC[C@H](C3)N,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,11450633,OK,2013.0,38,"Structurally, this is a highly efficient, lean molecule. With a MW < 350 and a low cLogP, it avoids the 'grease tax' entirely, promising an exceptional Lipophilic Efficiency (LipE). The elevated TPSA (>100 Å²) and low lipophilicity are perfectly tuned for a peripheral metabolic target, effectively restricting CNS penetration and heavily mitigating the hERG liability typically associated with the strongly basic 3-aminopiperidine moiety. The rigid pyrimidine-dione core and low rotatable bond count minimize entropic penalties upon binding. However, the primary amine remains a flag for GPCR promiscuity, and the benzylic methylene is a classic metabolic soft spot. Per the biological advisory, the unforgiving nature of the DPP-4 landscape—specifically the absolute requirement for exquisite DPP-8/9 selectivity to avoid multiorgan toxicity, and the class-wide heart failure scrutiny—necessitates a significant risk premium (+20 points). The medicinal chemistry here is elegant and highly developable, but the biological tightrope is perilous. Tox Summary: Clean.",Medium,"3-aminopiperidine (strong basic center, GPCR promiscuity risk), 2-cyanobenzyl (benzylic oxidation soft spot)",0.75,"Excellent physicochemical properties (low MW, low cLogP) suggest a low dose burden and minimal DILI risk. The high TPSA mitigates the hERG risk of the basic amine, though Phase 1 will still closely monitor cardiovascular safety.",0.55,"Target engagement is highly probable given the classic aminopiperidine S2 pocket anchor. However, proving the absolute necessity of DPP-8/9 selectivity in human subjects introduces moderate attrition risk.",0.35,"Despite optimal chemistry, the historical class baggage of DPP-4 inhibitors (heart failure hospitalization risks, severe arthralgia) makes chronic safety trials a precarious hurdle.",0.144375,CAUTION,"DPP-4 is a highly validated metabolic target, but the clinical landscape is unforgiving. The primary biological risk is selectivity: the molecule MUST possess exquisite selectivity over DPP-8 and DPP-9, as off-target inhibition of these homologues triggers severe multiorgan toxicity, reticulocytopenia, alopecia, and mortality. Furthermore, the DPP-4 class carries established clinical baggage, including severe arthralgia, bullous pemphigoid, and heavily scrutinized risks of heart failure hospitalization. The aminopiperidine moiety is a classic S2 pocket anchor, but its basicity requires monitoring for off-target hERG or GPCR liabilities. While the low molecular weight and polar surface area suggest a low dose burden (<50mg) and consequently a low DILI risk, the absolute requirement for flawless cardiovascular safety makes Phase 3 survival precarious."
