compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Empagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2014,,,approved,Metabolic,,approved_control,Approved controls (success),C1COC[C@H]1OC2=CC=C(C=C2)CC3=C(C=CC(=C3)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)Cl,OBWASQILIWPZMG-QZMOQZSNSA-N,11949646,OK,2014.0,10,"This chemotype is a masterclass in physicochemical balancing and bioisosteric design. The molecule is a C-glycoside built on a diphenylmethane scaffold, substituted with a chlorine atom and a tetrahydrofuran ether. The C-glycosidic linkage is an elegant, structurally rigid solution to the inherent metabolic instability of O-glycosides, conferring absolute resistance to luminal and systemic glucosidases while preserving the critical hydrogen-bonding vectors (4 HBD) required for target recognition. Physicochemically, the highly polar beta-D-glucopyranosyl moiety is perfectly counterbalanced by the lipophilic aglycone tail, anchoring the cLogP in the optimal 1.5-2.5 range. This achieves excellent LipE without triggering the 'Grease Tax'. The elevated TPSA (~108 Å²) is a strategic advantage for this indication, restricting CNS penetration and localizing exposure to the periphery. The chlorine atom serves a dual purpose: filling a hydrophobic pocket to drive affinity and blocking oxidative metabolism at the ortho position. Minor metabolic liabilities include potential CYP-mediated oxidation of the tetrahydrofuran ring, but this is superseded by UGT-mediated glucuronidation of the sugar hydroxyls as the primary, safe clearance pathway. The molecule is completely devoid of basic amines, eliminating hERG liability, and contains no MBI or fragment tox alerts. Given the elite biological validation of the target, its peripheral localization, and the low systemic dose requirement, the hepatic burden is minimal and DILI risk is negligible. This is a highly developable, elite-tier clinical candidate. Tox Summary: Clean.",High,None,0.92,"Exceptional safety profile. The molecule is completely devoid of basic amines (zero hERG risk), contains no MBI or fragment tox alerts, and the low cLogP combined with a low anticipated dose mitigates any DILI risk.",0.85,"The C-glycoside architecture is a proven, highly stable motif for SGLT2 engagement. The physicochemical properties are perfectly tuned for oral absorption and peripheral exposure, ensuring robust target engagement.",0.75,"SGLT2 inhibition is an elite-tier mechanism with profound, paradigm-shifting pleiotropic benefits. The lack of off-target liabilities in this chemotype ensures a very high probability of chronic safety and commercial success.",0.5865,ELITE,"SGLT2 inhibition is a highly validated, elite-tier biological mechanism for metabolic disease. The target biology is exceptionally well-characterized: SGLT2 mediates the vast majority of renal glucose reabsorption, and its inhibition provides an insulin-independent mechanism for glycemic control. Furthermore, this class has demonstrated profound, paradigm-shifting pleiotropic benefits in cardiovascular (heart failure) and renal (chronic kidney disease) outcomes, driven by hemodynamics, reduced intraglomerular pressure, and metabolic shifts. On-target liabilities are well-understood and clinically manageable, primarily consisting of genital mycotic infections, mild volume depletion, and a rare risk of euglycemic diabetic ketoacidosis (DKA). Because the target is localized to the renal proximal tubule, these molecules typically achieve high local concentrations and require low systemic doses (often <25mg), resulting in a minimal hepatic burden and negligible DILI risk. As an NCE in this class, the biological and clinical attrition risks are exceptionally low, provided the specific chemotype avoids off-target kinase or ion channel liabilities."
Dapagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2014,,,approved,Metabolic,,approved_control,Approved controls (success),CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl,JVHXJTBJCFBINQ-ADAARDCZSA-N,9887712,OK,2014.0,8,"The structural execution here is a masterclass in applied carbohydrate chemistry. The central design feature—the C-aryl glucoside linkage—is a brilliant bioisosteric replacement for the metabolically labile O-glucoside found in natural product precursors. By replacing the anomeric oxygen with a carbon-carbon bond, the molecule achieves absolute resistance to endogenous beta-glucosidases, transforming a tool compound into a viable, once-daily oral therapeutic. Physicochemically, the molecule sits at MW ~408 and cLogP ~2.3. While the HBD count of 4 and TPSA of ~98 Å² push against classical Lipinski boundaries, this is a context-dependent necessity: the target is a glucose transporter, demanding a highly polar sugar mimetic for affinity. Furthermore, this elevated TPSA is a strategic advantage, effectively restricting blood-brain barrier penetration and confining exposure to the peripheral compartment (kidney), exactly where the target resides. The diarylmethylene core, decorated with an ethoxy group and a chlorine atom, provides the necessary lipophilic contacts for SGLT2 selectivity over SGLT1 without inflating the overall cLogP into the danger zone. Metabolically, the lack of heavy CYP dependence is a major asset; clearance will be driven by high-capacity UGT-mediated glucuronidation of the sugar hydroxyls, minimizing DDI risks in a polypharmacy metabolic population. The scaffold is entirely devoid of basic amines, completely sidestepping hERG liabilities, and contains no structural alerts for MBI or reactive metabolite formation. Tox Summary: Clean.",High,None,0.92,"Absence of hERG pharmacophore, MBI alerts, or reactive functional groups. The high polarity and lack of basic centers predict an excellent Phase 1 safety and tolerability profile.",0.85,"The C-glucoside design guarantees metabolic stability and oral exposure, while the diarylmethylene core is highly optimized for SGLT2 affinity and selectivity, ensuring robust target engagement.",0.8,"Clearance via UGTs minimizes DDI risks in complex metabolic patients. The peripheral restriction (high TPSA) prevents CNS off-target effects, supporting long-term chronic safety.",0.6256,ELITE,"SGLT2 inhibition is a profoundly validated, elite-tier mechanism for metabolic, cardiovascular, and renal indications. The therapeutic hypothesis is direct: blocking glucose reabsorption in the proximal tubule induces insulin-independent glycosuria, lowering systemic glucose while providing pleiotropic benefits like reduced intraglomerular pressure and favorable hemodynamic shifts. The structural inclusion of a C-aryl glucoside linkage is a highly rational design choice, conferring resistance to endogenous beta-glucosidases and ensuring oral bioavailability and extended half-life compared to native O-glucosides. The target is highly accessible, allowing for low clinical doses and minimal hepatic burden, mitigating DILI risk. While on-target liabilities exist—namely genital mycotic infections, volume depletion, and rare euglycemic diabetic ketoacidosis—these are highly predictable, clinically manageable, and vastly outweighed by the established long-term outcome benefits of the class."
Canagliflozin,,SGLT2 inhibitor,Sodium-glucose co-transporter 2 (SGLT2),T2D,Approved,2013,,,approved,Metabolic,,approved_control,Approved controls (success),CC1=C(C=C(C=C1)[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)CC3=CC=C(S3)C4=CC=C(C=C4)F,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,24812758,OK,2013.0,8,"This scaffold is a masterclass in physicochemical balancing and metabolic hardening. The architecture elegantly juxtaposes a highly polar, hydrophilic headgroup (TPSA ~90 Å², 4 HBD) with a rigid, lipophilic aglycone tail, achieving an optimal cLogP (~2.5-3.5) for oral bioavailability without crossing into 'grease' territory. The defining feature is the C-glycosidic linkage, a brilliant bioisosteric replacement for the ancestral O-glycoside. This single atom change completely immunizes the molecule against intestinal beta-glucosidases, ensuring systemic exposure and eliminating lower GI liabilities. The aglycone tail demonstrates exceptional defensive medicinal chemistry: the thiophene ring—typically a red flag for CYP-mediated bioactivation and MBI via epoxidation—is strategically 2,5-disubstituted, sterically blocking the reactive alpha positions and neutralizing the toxicophore risk. Furthermore, the terminal para-fluoro substitution effectively shuts down CYP-mediated aromatic hydroxylation. The complete absence of basic amines eradicates hERG liability, which is mandatory for chronic metabolic indications. The rigid framework (only 4 rotatable bonds) minimizes entropic penalties upon binding. Tox Summary: Clean. The 2,5-disubstituted thiophene is adequately de-risked, and clearance is likely shunted toward safe Phase II glucuronidation.",High,"Thiophene ring (MBI risk mitigated by 2,5-disubstitution)",0.85,Absence of hERG pharmacophore and strategic blocking of thiophene alpha-positions minimize Phase 1 safety and MBI risks. The C-glycoside ensures predictable oral exposure without GI degradation.,0.85,"Highly validated SGLT2 mechanism. The C-glycoside guarantees target engagement in the proximal tubule, driving insulin-independent glycosuria.",0.75,"Pristine safety profile for chronic metabolic use. No DILI or cardiovascular liabilities. On-target effects are predictable, manageable, and outweighed by the biological premise of the mechanism.",0.541875,ELITE,"The SGLT2 inhibitor class represents one of the most profoundly validated mechanisms in modern metabolic, cardiovascular, and renal pharmacology. The biological premise is elegant and direct: blockade of the sodium-glucose cotransporter 2 in the proximal renal tubule forces insulin-independent glycosuria, effectively venting excess systemic glucose. The presence of a C-glycoside linkage in this scaffold is a critical evolutionary step from early O-glycosides (like phlorizin), conferring absolute resistance to intestinal beta-glucosidases, thereby ensuring high oral bioavailability and preventing lower GI toxicity. While chronic metabolic indications demand pristine safety profiles, the on-target liabilities of SGLT2 inhibition (genital mycotic infections, osmotic diuresis, and rare euglycemic diabetic ketoacidosis) are highly predictable, easily monitored, and vastly outweighed by the class's proven ability to reduce major adverse cardiovascular events (MACE) and halt chronic kidney disease progression. Dose burden is typically low-to-moderate, and hepatic liability is minimal. This is a biologically de-risked, elite-tier mechanism."
Sitagliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2006,,,approved,Metabolic,,approved_control,Approved controls (success),C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)C[C@@H](CC3=CC(=C(C=C3F)F)F)N,MFFMDFFZMYYVKS-SECBINFHSA-N,4369359,OK,2006.0,12,"This is a masterclass in rational drug design for chronic metabolic indications. The physicochemical profile is elite, sitting perfectly in the systemic MPO sweet spot with a MW of approximately 407 and a highly controlled cLogP (likely < 2.0). The structural assembly is remarkably elegant: the 2,4,5-trifluorobenzyl moiety provides necessary lipophilic contacts for the target's S1 pocket, while the heavy fluorination completely shuts down CYP450-mediated aromatic oxidation. Similarly, the fused trifluoromethyl-triazolopyrazine system is a rigid, metabolically bulletproof scaffold that minimizes entropic penalties upon binding without adding gratuitous grease. The primary amine is strategically positioned to form a critical salt bridge in the DPP-4 active site, and its potential liability for oxidative deamination is sterically shielded by the adjacent chiral architecture. While a basic amine paired with a lipophilic group can sometimes trigger hERG flags, the overall low lipophilicity and high polar surface area (~85 Å²) effectively neutralize this risk. There are no structural alerts for mechanism-based inactivation (MBI) or reactive metabolites. This molecule is built for high LipE, low clinical dose, and pristine chronic safety. Tox Summary: Clean.",High,None,0.85,"Exceptional physicochemical properties and metabolic stability. The heavy fluorination and lack of reactive motifs virtually eliminate DILI and MBI risks, ensuring a highly favorable Phase 1 safety profile.",0.65,"The primary amine and rigidified scaffold suggest highly optimized target engagement. Combined with the biological advisory confirming DPP-4 as a clean, validated mechanism, efficacy readouts are highly probable.",0.55,"Chronic metabolic trials are notoriously difficult, but this molecule's low projected dose, lack of off-target grease, and pristine safety profile give it an elite probability of surviving massive patient exposure.",0.303875,ELITE,"The DPP-4 inhibitor class represents one of the most thoroughly validated and biologically rational mechanisms in chronic metabolic disease. By preventing the enzymatic degradation of endogenous incretins (GLP-1 and GIP), this mechanism enhances insulin secretion and suppresses glucagon release in a strictly glucose-dependent manner. This intrinsic biological feedback loop virtually eliminates the risk of severe hypoglycemia, a major liability of older secretagogues like sulfonylureas. Unlike other metabolic targets that are clinical graveyards (e.g., PPAR-gamma with its edema and cancer risks, or CB1 inverse agonists with neuropsychiatric toxicity), DPP-4 inhibition is remarkably clean. The structural features of this NCE, including the primary amine and highly fluorinated aromatic/heterocyclic systems, suggest highly optimized binding to the DPP-4 S1/S2 pockets. This implies high target affinity, which translates to a low clinical dose requirement (likely <100mg/day). Consequently, the hepatic clearance burden and associated DILI risk are projected to be minimal. While rare class-wide post-marketing signals (e.g., arthralgia, theoretical pancreatitis) exist, the fundamental biological feasibility and safety window for this target-indication pair are elite."
Linagliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2011,,,approved,Metabolic,,approved_control,Approved controls (success),CC#CCN1C2=C(N=C1N3CCC[C@H](C3)N)N(C(=O)N(C2=O)CC4=NC5=CC=CC=C5C(=N4)C)C,LTXREWYXXSTFRX-QGZVFWFLSA-N,10096344,OK,2011.0,12,"This NCE is a masterclass in rigidified scaffold design, utilizing a purine-2,6-dione core to precisely project vectors into the target's S1/S2 pockets. The physicochemical profile is exquisitely tuned for a peripheral metabolic indication: while the MW (472) approaches the upper limit for standard oral space, the high TPSA (~110 Å²) and moderate cLogP (<2.5) effectively restrict CNS penetration, a mandatory safety feature to avoid off-target central effects. The primary amine on the chiral piperidine is a non-negotiable pharmacophore for salt-bridge formation. Although basic amines often trigger hERG alerts, the rigid core and high overall polarity disrupt the classic lipophilic hERG pharmacophore, neutralizing cardiac liability. The 2-butynyl group features an internal alkyne; unlike terminal alkynes which are strict MBI (Mechanism-Based Inactivation) liabilities via ketene formation, this internal alkyne is sterically shielded and significantly less reactive. The quinazoline substituent provides essential pi-stacking without gratuitous 'grease', maintaining an elite LipE. Supported by the biological advisory predicting sub-nanomolar potency and a low clinical dose (<20 mg/day), the systemic metabolic burden is minimal, drastically reducing idiosyncratic DILI risk. Tox Summary: Clean.",High,"2-butynyl group (minor CYP oxidation risk, but lacks the severe MBI liability of terminal alkynes)",0.85,"Excellent physicochemical properties, high polarity, and the absence of severe structural alerts predict a highly favorable Phase 1 safety and tolerability profile.",0.65,"The highly validated elite-tier mechanism, combined with a structural motif perfectly tuned for the target's active site, ensures robust target engagement and clinical efficacy.",0.75,"The anticipated low clinical dose and metabolically robust scaffold strongly mitigate chronic toxicity risks, including DILI, making it exceptionally suitable for long-term metabolic therapy.",0.414375,ELITE,"DPP-4 inhibition is a highly validated, elite-tier mechanism for metabolic disease. The target biology is exceptionally well-characterized: inhibiting DPP-4 prevents the degradation of endogenous incretins (GLP-1 and GIP), driving glucose-dependent insulin secretion while inherently avoiding the severe hypoglycemia risk associated with direct secretagogues. The structural features of this NCE, specifically the fused heterocyclic core paired with a chiral aminopiperidine moiety, represent a highly optimized pharmacophore for deep S1/S2 pocket engagement. This predicts sub-nanomolar target affinity. High potency is critical here: it translates to a very low anticipated clinical dose (likely <10-20 mg/day). In chronic metabolic indications where decades of exposure are expected, keeping the dose low is the ultimate defense against hepatic burden and idiosyncratic DILI. The mechanism has a deep, successful track record with minimal on-target toxicity, making this a low-risk biological profile."
Alogliptin,,DPP-4 inhibitor,Dipeptidyl peptidase-4 (DPP-4),T2D,Approved,2013,,,approved,Metabolic,,approved_control,Approved controls (success),CN1C(=O)C=C(N(C1=O)CC2=CC=CC=C2C#N)N3CCC[C@H](C3)N,ZSBOMTDTBDDKMP-OAHLLOKOSA-N,11450633,OK,2013.0,5,"The NCE presents an exceptionally lean and highly optimized physicochemical profile (MW ~327, cLogP ~1.0, TPSA ~94 Å²). The TPSA is perfectly tuned to restrict CNS penetration, which is highly desirable for a peripheral metabolic target to avoid centrally-mediated adverse events. The architecture is devoid of gratuitous lipophilicity, ensuring a high Lipophilic Efficiency (LipE) and minimizing off-target promiscuity. The primary amine on the piperidine ring provides a strong basic center for critical salt-bridge formation within the target's active site, while the ortho-cyanobenzyl moiety is perfectly tuned to occupy a lipophilic pocket. Crucially, the strongly electron-withdrawing cyano group metabolically deactivates the benzylic position, and the physiological protonation of the primary amine shields the piperidine ring from CYP450-mediated oxidation. The rigid pyrimidine-2,4-dione core provides excellent vector projection without introducing metabolic liabilities. For a chronic metabolic indication where decades of exposure are expected, this molecule's low cLogP and lack of structural alerts (no MBI, no DILI Rule-of-Two flags) are ideal. The hERG risk is negligible despite the basic center, owing to the low overall lipophilicity and rigid spacer. Tox Summary: Clean.",High,None,0.85,"Excellent physicochemical properties with no structural alerts, MBI, or fragment tox liabilities. Low cLogP and high TPSA mitigate hERG and DILI risks, supporting a strong safety profile for Phase 1.",0.65,Highly validated target class with a structure that strongly suggests potent target engagement via the basic amine and cyanobenzyl vectors. Low expected dose aligns perfectly with metabolic indication requirements.,0.45,"Ideal profile for chronic administration. The lack of reactive metabolites, low hepatic burden, and high metabolic stability provide a clear path through long-term safety evaluations.",0.248625,ELITE,"The DPP-4 inhibitor class represents a highly validated, low-uncertainty biological mechanism for metabolic disease. By preventing the degradation of endogenous incretins (GLP-1 and GIP), this mechanism enhances glucose-dependent insulin secretion while suppressing glucagon, inherently avoiding the severe hypoglycemia risk associated with direct secretagogues. The target biology is deeply characterized with a proven track record of clinical success across multiple chemically distinct scaffolds. Furthermore, the structural footprint of this NCE suggests high potency is achievable, keeping the clinical dose low (likely <50mg) and minimizing hepatic burden—a critical requirement for chronic metabolic indications where decades of exposure are expected."
Orlistat,,Lipase inhibitor,Gastric and pancreatic lipases (inhibits dietary fat absorption),Obesity,Approved,1999,,,approved,Metabolic,,approved_control,Approved controls (success),CCCCCCCCCCC[C@@H](C[C@H]1[C@@H](C(=O)O1)CCCCCC)OC(=O)[C@H](CC(C)C)NC=O,AHLBNYSZXLDEJQ-FWEHEUNISA-N,3034010,OK,1999.0,88,"This molecule is essentially a functionalized stick of butter armed with a highly strained electrophile. The physicochemical profile is dominated by extreme lipophilicity (cLogP > 8) and massive entropic flexibility (>20 rotatable bonds). While this 'grease ball' design is intentionally deployed to restrict the molecule to the gastrointestinal lumen and partition into lipid micelles, it violates every tenet of modern developability. The core pharmacophore relies on a beta-lactone—a highly reactive, strained 4-membered ring designed for covalent acylation of the target's catalytic serine. While this achieves potent on-target inhibition, beta-lactones are notoriously promiscuous acylating agents. Given the massive dose burden required to stoichiometrically neutralize postprandial lipases, even fractional systemic leakage of this electrophile presents an unacceptable toxicity risk for a chronic metabolic indication. Furthermore, the presence of multiple hydrolyzable linkages (ester, formamide, beta-lactone) in the harsh GI environment guarantees complex local degradation. Integrating the biological advisory, the direct on-target consequence of this mechanism (severe steatorrhea) renders the clinical profile archaic and commercially unviable, warranting a severe penalty. Tox Summary: Not Clean.",Low,"['Beta-lactone (highly strained, promiscuous acylating electrophile)']",0.45,"Systemic exposure is theoretically minimized by the extreme cLogP, but the massive oral doses required introduce significant local GI tolerability issues and the risk of fractional systemic absorption of a reactive beta-lactone.",0.85,Target engagement is highly probable. The covalent beta-lactone warhead combined with lipid-micelle partitioning will effectively and irreversibly inhibit GI lipases.,0.05,Chronic administration of a mechanism that induces severe steatorrhea and fecal incontinence will absolutely destroy patient compliance. The commercial and chronic safety viability for a non-lethal metabolic condition is near zero.,0.019125,CAUTION,"The biological premise of inhibiting gastrointestinal lipases to induce a caloric deficit is mechanistically validated but clinically archaic for chronic metabolic indications. The direct on-target consequence of this mechanism is severe steatorrhea, flatulence, and fecal incontinence—a tolerability profile that historically destroys patient compliance and leads to massive real-world attrition. Furthermore, the structural reliance on a highly reactive beta-lactone warhead for covalent inhibition of the target's catalytic serine introduces significant hazard. While the extreme lipophilicity (long aliphatic chains) is designed to restrict the molecule to the gut lumen and lipid droplets, any systemic leakage of this electrophile will lead to indiscriminate protein adduction. Given the high dose burden required to stoichiometrically neutralize massive postprandial enzyme secretion, even fractional systemic absorption of this reactive species poses an unacceptable toxicity risk for a non-lethal, chronic condition."
Pioglitazone,,PPAR-_ agonist,Peroxisome proliferator-activated receptor gamma (PPAR-_),T2D,Approved,1999,,,approved,Metabolic,,approved_control,Approved controls (success),CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,HYAFETHFCAUJAY-UHFFFAOYSA-N,4829,OK,1999.0,95,"Physicochemically, the molecule operates within a reasonable space (MW < 400, cLogP ~3.2), which would typically support a favorable LipE. However, the structural architecture relies on a thiazolidinedione (TZD) headgroup, which is a severe liability. The TZD ring is metabolically vulnerable to oxidative ring-opening, potentially generating reactive sulfur species that can covalently bind to hepatic proteins, driving idiosyncratic drug-induced liver injury (DILI). Additionally, the 5-ethylpyridine tail is highly susceptible to CYP-mediated aliphatic oxidation. Compounding these chemical flaws is the biological context: as emphasized by the biological advisory, the PPAR-gamma agonist class is a clinical graveyard plagued by severe, insurmountable on-target toxicities (fluid retention, heart failure, bone fractures) and off-target risks. For a chronic metabolic indication requiring decades of exposure in massive patient populations, the safety margins are non-existent. The combination of a metabolically suspect TZD warhead and a fundamentally broken target risk-benefit profile (warranting a massive 45-point penalty) renders this scaffold unviable. Tox Summary: Not Clean (TZD-mediated reactive metabolites, severe target-class toxicity).",Low,Thiazolidinedione (TZD) ring (risk of oxidative ring-opening to reactive sulfur species),0.4,"Acute safety may be tolerable in healthy volunteers, but the inherent DILI risk associated with the TZD ring and the strict safety thresholds for metabolic indications heavily suppress Phase 1 success.",0.6,"The molecule possesses the classic pharmacophore required for PPAR-gamma activation (acidic headgroup, lipophilic tail), suggesting target engagement and proof-of-concept efficacy are achievable.",0.05,"Chronic exposure in massive patient populations will inevitably unmask the severe on-target toxicities (heart failure, edema, bone fractures) and idiosyncratic risks (hepatotoxicity) associated with this class, leading to near-certain regulatory failure.",0.012,TERMINATE,"The target is a PPAR-gamma agonist for chronic metabolic disease, which is a notorious clinical graveyard. While the mechanism of insulin sensitization is well-characterized, the class is plagued by severe, often on-target, toxicities including fluid retention, peripheral edema, exacerbation of congestive heart failure, weight gain, bone fractures, and idiosyncratic risks such as hepatotoxicity and bladder cancer. Given the chronic nature of metabolic indications—requiring decades of exposure in massive patient populations—full safety scrutiny applies with zero relaxation. In the modern metabolic landscape, where vastly superior, disease-modifying alternatives with cardiovascular benefits exist, developing a novel PPAR-gamma agonist carries insurmountable regulatory and safety hurdles. The risk-benefit ratio is fundamentally broken."
Nateglinide,,Meglitinide,ATP-sensitive potassium (K-ATP channels on pancreatic beta cells,T2D,Approved,2000,,,approved,Metabolic,,approved_control,Approved controls (success),CC(C)C1CCC(CC1)C(=O)N[C@H](CC2=CC=CC=C2)C(=O)O,OELFLUMRDSZNSF-OFLPRAFFSA-N,5311309,OK,2000.0,12,"The molecule is a structurally elegant, low-molecular-weight (MW ~317) carboxylic acid derivative that perfectly occupies optimal oral physicochemical space (cLogP ~3.0-3.5, TPSA ~66 Å²). The architecture consists of a lipophilic isopropylcyclohexyl moiety coupled via an amide to a benzyl-substituted chiral center terminating in a carboxylic acid. This design completely lacks basic amines, effectively eliminating hERG liability. There are no structural alerts for mechanism-based inactivation (MBI) or fragment toxicity. The primary metabolic pathways will involve CYP-mediated oxidation of the unsubstituted phenyl ring and the isopropylcyclohexane system, alongside acyl glucuronidation of the carboxylic acid. While this typically indicates low metabolic stability, the biological advisory correctly highlights that rapid hepatic clearance and a short half-life are explicitly desired for SUR1 modulators to prevent prolonged K_ATP blockade and severe fasting hypoglycemia. The rapid-onset, short-duration pharmacokinetic profile driven by this structure perfectly matches the postprandial metabolic indication. The molecule is clean, highly developable, and demonstrates excellent alignment between physicochemistry and required clinical pharmacodynamics. Tox Summary: Clean.",Low,None,0.85,"Excellent physicochemical properties and a complete absence of hERG, MBI, or reactive structural alerts ensure a wide safety margin and excellent tolerability in healthy volunteers.",0.65,The deeply validated SUR1 mechanism combined with the molecule's rapid absorption and clearance profile perfectly matches the required postprandial pharmacodynamics for efficacy.,0.55,"Chronic metabolic safety is strongly supported by the lack of idiosyncratic toxicity risks and the short half-life, which effectively mitigates the class-wide liability of severe fasting hypoglycemia.",0.303875,ELITE,"The target mechanism—modulation of the ATP-sensitive potassium (K_ATP) channel via the SUR1 subunit to stimulate insulin secretion—is one of the most deeply validated biological pathways in metabolic disease. The therapeutic hypothesis is direct and the signaling pathway is completely characterized. Unlike legacy sulfonylureas that cause prolonged K_ATP blockade and severe fasting hypoglycemia, the meglitinide class profile offers rapid-onset, short-duration pharmacodynamics perfectly suited for targeting postprandial glucose excursions. This kinetic profile significantly widens the safety window regarding severe hypoglycemic events. The molecule is small, structurally uncomplicated, and lacks obvious reactive liabilities, suggesting that even with meal-time dosing regimens, the hepatic burden and DILI risk remain low. The primary biological liabilities are on-target: mild-to-moderate hypoglycemia and potential weight gain, which are manageable through standard clinical monitoring and dose titration."
Ezetimibe,,NPC1L1 inhibitor,Niemann-Pick C1-Like 1 (NPC1L1) cholesterol transporter,Dyslipidemia,Approved,2002,,,approved,Metabolic,,approved_control,Approved controls (success),C1=CC(=CC=C1[C@@H]2[C@H](C(=O)N2C3=CC=C(C=C3)F)CC[C@@H](C4=CC=C(C=C4)F)O)O,OLNTVTPDXPETLC-XPWALMASSA-N,150311,OK,2002.0,12,"The molecule features a highly substituted azetidin-2-one (beta-lactam) core. While beta-lactams typically raise flags for chemical instability or off-target covalent reactivity, the dense substitution at the C3 and C4 positions provides profound steric shielding, repurposing the ring into a rigid, stable scaffold rather than an electrophilic warhead. Physicochemically, the molecule sits in an optimal space (MW ~410, cLogP ~4.0, TPSA ~77 Å²). The metabolic profile is deliberately engineered: para-fluoro substitutions on the aryl rings effectively block CYP450-mediated oxidation, while the phenolic and secondary aliphatic hydroxyl groups serve as prime handles for Phase II glucuronidation. For a standard systemic drug, this rapid Phase II clearance would be a fatal flaw. However, contextualized by the biological advisory for a GI-localized NPC1L1 target, this is a masterclass in pharmacokinetic design. The glucuronidation drives biliary excretion, establishing an enterohepatic recirculation loop that concentrates the drug at the intestinal brush border while drastically suppressing systemic exposure. This localized distribution nullifies standard systemic DILI and hERG risks. Tox Summary: Clean.","Medium (Rapid Phase II glucuronidation, but highly stable to Phase I CYP oxidation)",None significant; the beta-lactam is sterically deactivated against nucleophilic attack.,0.85,Absence of basic amines eliminates hERG risk. Low systemic exposure due to rapid first-pass glucuronidation and biliary excretion minimizes systemic toxicity.,0.7,"Enterohepatic recirculation ensures massive local target engagement at the intestinal brush border, perfectly matching the NPC1L1 mechanism.",0.55,"Chronic metabolic safety is achieved through the localized PK profile, avoiding the systemic liabilities that typically plague chronic therapies.",0.32725,ELITE,"The biological rationale for NPC1L1 inhibition in metabolic disease (hypercholesterolemia) is exceptionally strong and well-characterized. NPC1L1 is a sterol transporter localized primarily at the apical membrane of enterocytes in the small intestine. Inhibiting this node directly blocks the absorption of biliary and dietary cholesterol, leading to a depletion of hepatic cholesterol pools and a compensatory upregulation of hepatic LDL receptors, which clears LDL-C from the systemic circulation. This is a direct, causal therapeutic hypothesis with minimal biological uncertainty. Furthermore, because the target is localized to the GI tract, molecules in this class can achieve high target occupancy at the brush border with very low systemic doses, often leveraging enterohepatic recirculation to remain concentrated at the site of action. This localized mechanism drastically reduces the systemic exposure required, thereby minimizing the risk of drug-induced liver injury (DILI) or systemic off-target toxicity—a critical requirement for chronic metabolic therapies."
