compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V24,Rationale V24,Metabolic Stability V24,Toxic Fragments V24,P1 Prob V24,P1 Rationale V24,P2 Prob V24,P2 Rationale V24,P3 Prob V24,P3 Rationale V24,TCSP V24,Salah Verdict V24,Biological Risk V24
Lurasidone,,D2 antagonist,D2 and 5-HT7 receptors,Schizophrenia/Bipolar,Approved,2010,,,approved,CNS,,approved_control,Approved controls (success),C1CC[C@H]([C@@H](C1)CN2CCN(CC2)C3=NSC4=CC=CC=C43)CN5C(=O)[C@H]6[C@@H]7CC[C@@H](C7)[C@H]6C5=O,PQXKDMSYBGKCJA-CVTJIBDQSA-N,213046,OK,2010.0,55,"This scaffold is a physicochemical brute. While the GPCR target class excuses some lipophilicity to access deep transmembrane pockets, pushing a molecular weight of ~493 Da and a cLogP > 4.5 into the CNS is a sledgehammer approach. The architecture—a basic piperazine flanked by a benzisothiazole and a massive, greasy norbornane-fused imide—is a textbook hERG pharmacophore. The basic amine is perfectly spaced from the lipophilic bulk to guarantee off-target ion channel affinity, triggering a significant penalty. Metabolically, this molecule is a sponge for CYP450s; the extensive aliphatic rings (cyclohexane, norbornane) and the piperazine will undergo rapid hydroxylation and N-dealkylation, demanding high metabolic clearance. This likely necessitates higher clinical doses, which in turn exacerbates the hERG and DILI risks associated with the high lipophilicity. The biological rationale for D2 polypharmacology is sound, but the structural execution relies heavily on 'grease' rather than elegant, high-LipE design. Tox Summary: Not Clean (Severe hERG liability, high lipophilicity-driven promiscuity, metabolic instability).",Low,"Basic piperazine linked to lipophilic domains (hERG pharmacophore), Benzisothiazole (potential S-oxidation)",0.6,"Phase 1 success is threatened by the pronounced hERG pharmacophore and high lipophilicity, which present significant cardiovascular and tolerability risks that must be carefully monitored.",0.65,"Target engagement is highly likely given the deeply validated D2 polypharmacology, though high hepatic clearance and poor CNS MPO may complicate dose optimization.",0.2,"Chronic safety is the primary hurdle. The metabolic burden, off-target promiscuity, potential for QTc prolongation, and on-target EPS will require a very narrow therapeutic index.",0.078,ELITE,"Dopamine D2 receptor antagonism is the most deeply validated mechanistic cornerstone in psychiatric pharmacology. The biological uncertainty here is near zero: blocking D2 in the mesolimbic pathway will attenuate psychosis. The structural features—a benzisothiazole-piperazine system coupled to a bulky lipophilic imide via a cycloalkane linker—strongly suggest polypharmacology (likely 5-HT2A/D2), which is the gold standard for atypical antipsychotic efficacy. The clinical risk does not stem from biological feasibility, but from the therapeutic index. On-target D2 blockade in the nigrostriatal and tuberoinfundibular pathways guarantees dose-limiting extrapyramidal symptoms (EPS), akathisia, and hyperprolactinemia. Furthermore, the high lipophilicity required for CNS penetration dictates extensive hepatic metabolism, meaning moderate dose burdens (20-100mg) could present mild DILI or CYP-mediated drug-drug interaction risks. However, for severe CNS indications like schizophrenia or bipolar mania, these on-target liabilities are entirely expected, monitorable, and clinically accepted. The mechanism is elite; the battle will be won or lost on tolerability."
Iloperidone,,D2 antagonist,D2 and 5-HT2A receptors,Schizophrenia,Approved,2009,,,approved,CNS,,approved_control,Approved controls (success),CC(=O)C1=CC(=C(C=C1)OCCCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)OC,XMXHEBAFVSFQEX-UHFFFAOYSA-N,71360,OK,2009.0,85,"This molecule is a physicochemical Trojan horse. On paper, the CNS MPO is acceptable (MW 426, TPSA ~64, HBD 0), ensuring excellent blood-brain barrier penetration. However, the structural topology is a textbook hERG liability and a polypharmacology nightmare. The strongly basic piperidine (pKa > 8) is flanked by a lipophilic fluorobenzisoxazole and tethered via a highly flexible propoxy spacer to an acetophenone moiety. This 'basic center + flexible linker + dual hydrophobic clusters' motif is the exact pharmacophore for hERG channel blockade, triggering a Hard Kill penalty. Furthermore, this lipophilic basicity guarantees promiscuous off-target engagement across the biogenic amine GPCRome (H1, alpha-1, 5-HT2C), perfectly aligning with the biological advisory's warnings of metabolic syndrome and orthostatic hypotension. Metabolically, the structure is riddled with soft spots: the methoxy group invites rapid CYP2D6 O-demethylation, the propoxy linker is vulnerable to oxidative cleavage, and the ketone is prone to reduction. While the anticipated low dose spares the liver from acute DILI, the chronic dosing required for this indication makes the cardiovascular and metabolic liabilities insurmountable. Tox Summary: Not Clean (Severe hERG and polypharmacology liabilities).",Low,Basic piperidine linked via flexible propoxy spacer to lipophilic aromatics (hERG pharmacophore),0.15,Hard Kill triggered by textbook hERG pharmacophore. High risk of QTc prolongation and orthostatic hypotension in early healthy volunteer studies.,0.35,"CNS penetration and D2 target engagement are highly probable given the physicochemical profile, but the narrow therapeutic window between efficacy and EPS/akathisia will severely complicate dose finding.",0.04,"Chronic administration of a promiscuous, hERG-flagged basic amine in a psychiatric population guarantees massive attrition due to cardiovascular events and severe metabolic syndrome.",0.0021,CAUTION,"Dopamine D2 receptor antagonism is a deeply validated, foundational mechanism for CNS psychotic disorders, but it is a clinical minefield for tolerability. The biological therapeutic window is notoriously narrow: clinical efficacy requires ~65-70% D2 receptor occupancy in the striatum, but exceeding 80% guarantees extrapyramidal symptoms (EPS), akathisia, and hyperprolactinemia via the tuberoinfundibular pathway. Furthermore, the structural motif (a basic lipophilic amine with a fluorinated benzisoxazole and piperidine) strongly implies polypharmacology. While concurrent 5-HT2A antagonism can mitigate some EPS, this scaffold class is historically plagued by off-target binding to hERG (driving QTc prolongation), alpha-1 adrenergic receptors (orthostatic hypotension), and histamine H1/5-HT2C receptors (driving severe metabolic syndrome and weight gain). Because this is a chronic indication requiring decades of exposure, these on-target and off-target biological liabilities drive massive Phase 3 and post-market attrition. The absolute dose will likely be low (<50mg) due to high GPCR potency, sparing the liver from direct DILI, but the systemic safety burden remains high."
Asenapine,,D2/5-HT2 antagonist,5-HT2A and D2 receptors,Schizophrenia/Bipolar,Approved,2009,,,approved,CNS,,approved_control,Approved controls (success),CN1C[C@H]2[C@H](C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24,VSWBSWWIRNCQIJ-HUUCEWRRSA-N,163091,OK,2009.0,78,"The molecule presents a highly rigid, tetracyclic scaffold featuring a chloro-substituted dibenzo-oxepin fused to an N-methyl pyrrolidine. While the molecular weight is attractively low (<300 Da), the physicochemical profile is dominated by extreme lipophilicity and an exceptionally low TPSA (~12.5 Å²). This creates a highly lipophilic basic amine (pKa ~9), which is a textbook hERG pharmacophore. The lack of polar handles offers zero mitigation against hERG channel affinity. Furthermore, this specific structural class is notoriously promiscuous across the aminergic GPCR family. The structural features required for D2/5-HT2 engagement here will inevitably drive high affinity for H1 and alpha-1 receptors, structurally validating the biological advisory's concerns regarding severe sedation, orthostatic hypotension, and metabolic syndrome. Metabolically, the N-methyl group is a highly labile site for CYP-mediated demethylation, and the unsubstituted aromatic ring is susceptible to hydroxylation. While BBB penetration and target engagement are virtually guaranteed, the therapeutic window will be severely compressed by off-target liabilities. Tox Summary: Not Clean.",Medium,Promiscuous lipophilic basic amine (hERG and broad GPCR polypharmacology risk),0.45,High risk of acute dose-limiting toxicities driven by alpha-1 antagonism (orthostatic hypotension) and hERG channel blockade.,0.65,Excellent BBB penetration and a deeply validated pharmacological mechanism ensure a high probability of target engagement and acute efficacy.,0.1,"Chronic administration is severely threatened by H1-mediated metabolic syndrome (weight gain, dyslipidemia) and persistent EPS/hERG risks.",0.02925,CAUTION,"The D2/5-HT2 antagonist mechanism is deeply validated for CNS indications (e.g., schizophrenia, bipolar disorder), providing a highly predictable path to efficacy. However, this target class is notoriously plagued by the 'dirty GPCR' problem. The rigid, lipophilic basic amine structure required to penetrate the blood-brain barrier and engage these receptors almost inevitably leads to broad polypharmacology. Off-target affinity for H1 receptors drives severe sedation and metabolic syndrome (massive weight gain, dyslipidemia), while alpha-1 adrenergic blockade causes orthostatic hypotension. Furthermore, on-target D2 blockade carries a persistent, dose-dependent risk of extrapyramidal symptoms (EPS) and hyperprolactinemia. Finally, the physicochemical profile of this class (lipophilic basic amines) is a classic hERG liability, introducing QTc prolongation risk. While the primary therapeutic biology is sound, clinical attrition in this space is heavily driven by the inability to achieve a tolerable safety window for chronic, lifelong administration."
Lumateperone,,D2/5-HT2 modulator,"5-HT2A and D2 receptors, SERT",Schizophrenia,Approved,2019,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN2[C@H]3CCN(C[C@H]3C4=C2C1=CC=C4)CCCC(=O)C5=CC=C(C=C5)F,HOIIHACBCFLJET-SFTDATJTSA-N,21302490,OK,2019.0,78,"This NCE is a physicochemical liability masquerading as a CNS drug. Despite a commendably rigidified tetracyclic core that minimizes entropic penalties, the molecule is sabotaged by its floppy, greasy tail. While the MW (~394) is acceptable, the TPSA is dangerously low (~27 Å²). This extreme lipophilicity (estimated cLogP > 4.0) guarantees BBB penetration but heavily taxes Lipophilic Efficiency (LipE) and forces complete reliance on hepatic clearance. The critical flaw—triggering a Hard Kill—is the textbook hERG pharmacophore: a strong basic tertiary amine linked via a 3-methylene spacer to a lipophilic 4-fluorophenyl ketone. For a non-ion-channel GPCR target, this is an unmitigated off-target cardiac risk (QTc prolongation). Furthermore, the aliphatic tail and N-methyl moiety are highly susceptible to CYP-mediated N-dealkylation and ketone reduction, ensuring a complex metabolite profile. While the biological rationale for D2/5-HT2 modulation is elite, the structural execution relies on archaic motifs that historically drive clinical attrition. Tox Summary: Not Clean.",Low,"['Fluorophenyl ketone tail (hERG pharmacophore / QTc prolongation)', 'Basic aliphatic amine (lysosomotropism)']",0.18,"Capped by the hERG Hard Kill. The basic amine-propyl-ketone-aryl motif is a notorious driver of QTc prolongation, severely compromising Phase 1 safety margins.",0.45,"High BBB penetration and a deeply validated pharmacological mechanism (D2/5-HT2) ensure strong target engagement, assuming the off-rate kinetics are properly tuned.",0.04,"Capped by the Hard Kill. Chronic administration of a highly lipophilic, hERG-flagged molecule for a CNS indication faces insurmountable regulatory hurdles for long-term safety.",0.00324,ELITE,"The D2/5-HT2 modulation paradigm is a deeply validated, cornerstone mechanism for severe CNS disorders. Biological uncertainty is exceptionally low; the therapeutic hypothesis linking D2 antagonism to positive symptom control and 5-HT2A antagonism to negative symptom/EPS mitigation is proven across multiple drug generations. However, the clinical reality is brutal: this is a highly crowded space where efficacy is practically assumed, but clinical attrition is driven entirely by tolerability. The structural inclusion of a fluorophenyl ketone tail strongly suggests high lipophilicity, which guarantees BBB penetration but historically introduces hERG (QTc prolongation) liabilities and heavy reliance on hepatic clearance. Success for this NCE requires exquisite tuning of D2 receptor kinetics (fast off-rate) to avoid extrapyramidal symptoms (EPS) and strict avoidance of H1/M1/Alpha-1 off-targets to prevent metabolic syndrome and sedation. Because the core biology is fundamentally sound and the target class is proven, it earns an ELITE rating, but clinical execution will be a tightrope walk."
Amisulpride,,D2/D3 antagonist,D2 and D3 receptors,Schizophrenia,Approved,2020,,,approved,CNS,,approved_control,Approved controls (success),CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC,NTJOBXMMWNYJFB-UHFFFAOYSA-N,2159,OK,2020.0,58,"The molecule is a physicochemical paradox for a CNS indication. It blatantly violates standard CNS MPO guidelines with a TPSA of ~110 Å² and 3 H-bond donors (primary aniline, amide NH), rendering it highly resistant to passive blood-brain barrier (BBB) diffusion. As the biological advisory notes, achieving central D2/D3 target engagement with this highly polar scaffold requires a brute-force, high-dose clinical strategy. While this extreme polarity successfully avoids the 'Grease Tax' (cLogP is exceptionally low) and shifts clearance toward renal excretion—thereby mitigating classic CYP-mediated DILI—it introduces other liabilities. The presence of a primary aniline is a glaring structural alert, carrying inherent risks of N-hydroxylation to reactive nitroso species. Even if renal clearance dominates, chronic high-dose exposure to an aniline-containing NCE is a significant idiosyncratic toxicity risk. The hERG liability, typically a concern with a basic amine (pyrrolidine) linked to an aryl group, is effectively neutralized here; the aromatic ring is heavily decorated with polar moieties (sulfone, methoxy, amide), destroying the hydrophobic cluster required for high-affinity hERG binding. Ultimately, this is inelegant MedChem: relying on massive systemic exposures to force a polar brick across the BBB. Tox Summary: Not Clean (Primary aniline alert, high systemic dose burden).",High,Primary aniline (risk of N-hydroxylation and reactive metabolite formation),0.65,"Safety is supported by the lack of lipophilicity and potential for renal clearance, but the primary aniline and the necessity for high systemic doses to achieve CNS exposure introduce idiosyncratic toxicity risks.",0.55,"The D2/D3 mechanism is deeply validated, but target engagement relies entirely on overwhelming the BBB with high plasma concentrations due to the molecule's poor passive permeability.",0.3,"Chronic administration of high-dose, aniline-containing compounds carries a persistent risk of rare but severe idiosyncratic toxicities, compounded by the historical target stigma of D2-mediated EPS.",0.10725,ELITE,"The D2/D3 receptor antagonist mechanism is the foundational, most deeply validated pharmacological intervention for severe CNS psychiatric disorders. Biological uncertainty is near zero. The therapeutic hypothesis linking striatal D2 blockade to the suppression of positive psychotic symptoms is definitively proven, while D3 antagonism offers potential benefits for negative symptoms and mood regulation. Structurally, this substituted benzamide is highly polar. While this polarity often necessitates high clinical doses (>100mg) to force sufficient blood-brain barrier (BBB) penetration and central receptor occupancy, it simultaneously protects the liver: these hydrophilic scaffolds typically bypass extensive hepatic CYP450 metabolism in favor of renal excretion, drastically lowering the DILI risk normally associated with high-dose CNS drugs. The primary biological liabilities are strictly on-target: dose-dependent extrapyramidal symptoms (EPS) and hyperprolactinemia due to D2 blockade in the pituitary gland (which lies outside the BBB and is fully exposed to the high systemic drug levels). Given the severity of psychotic disorders, these are acceptable, monitorable tradeoffs for a highly efficacious mechanism."
Perospirone,,D2/5-HT2 antagonist,D2 and 5-HT2A receptors,Schizophrenia,Approved,2001 (Japan),,,approved,CNS,,approved_control,Approved controls (success),C1CC[C@H]2[C@@H](C1)C(=O)N(C2=O)CCCCN3CCN(CC3)C4=NSC5=CC=CC=C54,FBVFZWUMDDXLLG-HDICACEKSA-N,115368,OK,2001.0,62,"This molecule presents a near-flawless physicochemical profile for CNS penetration (MW 426, cLogP ~3.8, TPSA 68 Å², HBD 0), placing it squarely in the MPO Goldilocks zone. The basic piperazine serves as the mandatory aspartate-anchor for D2/5-HT2 engagement, while the benzisothiazole provides essential pi-stacking in the primary pocket. Incorporating the biological advisory: the bulky hexahydrophthalimide group is a deliberate, rational design element to sterically clash with H1/M1 receptors, effectively engineering out the sedation and weight gain liabilities of earlier-generation agents. However, this structural topology perfectly matches the classic hERG pharmacophore: a strong basic center (piperazine) linked via a highly flexible 4-methylene spacer to a bulky/lipophilic cluster. While this specific motif appears in several approved CNS agents (justifying a moderate penalty rather than a >70 Hard Kill), the entropic freedom of the butyl chain allows the molecule to easily adopt the extended conformation required for hERG central cavity blockade. Metabolically, the molecule is a target-rich environment for CYPs: the butyl linker and cyclohexane ring are highly susceptible to hydroxylation, and the piperazine to N-dealkylation. Despite the deeply validated biology and excellent LipE potential, the inherent QTc liability of this scaffold requires rigorous clinical monitoring. Tox Summary: Not Clean (hERG liability).",Medium,"Butyl-piperazine motif (hERG pharmacophore), Benzisothiazole (potential for S-oxidation)",0.5,Significant hERG/QTc prolongation risk driven by the flexible butyl-piperazine motif. Dose control (<100mg) is critical to maintain an acceptable cardiovascular safety margin.,0.65,"The D2/5-HT2 mechanism is deeply validated. Excellent CNS MPO ensures high brain penetrance, and the engineered H1/M1 selectivity should yield a clean efficacy readout.",0.35,Chronic psychiatric indications demand pristine safety profiles. Any emergent QTc signals or metabolic idiosyncrasies during broad exposure will severely threaten approval.,0.11375,ELITE,"The D2/5-HT2 antagonist mechanism is the gold standard for atypical antipsychotics, representing a deeply validated, low-uncertainty biological hypothesis for severe CNS indications (e.g., schizophrenia, bipolar disorder). The biology is exceptionally well-characterized: D2 antagonism blunts positive symptoms, while 5-HT2A antagonism promotes dopamine release in the nigrostriatal pathway to mitigate extrapyramidal symptoms (EPS). The structural inclusion of a bulky bicyclic imide linked to a benzisothiazole-piperazine pharmacophore suggests an intentional tuning of the receptor binding profile, likely to minimize off-target H1 and M1 affinities—the primary drivers of the catastrophic weight gain and sedation seen in older molecules of this class. While the mechanism is proven, clinical success hinges entirely on the off-target selectivity matrix (avoiding hERG/QTc prolongation and alpha-1 mediated orthostatic hypotension). Assuming high receptor affinity, the clinical dose should remain in the low-to-moderate range (<100mg), keeping the hepatic burden and DILI risk well within acceptable limits for a chronic, severe psychiatric indication."
Dexmethylphenidate,,Catecholamine RI,DAT and NET (more active d-enantiomer),ADHD,Approved,2001,,,approved,CNS,,approved_control,Approved controls (success),COC(=O)[C@@H]([C@H]1CCCCN1)C2=CC=CC=C2,DUGOZIWVEXMGBE-CHWSQXEVSA-N,154101,OK,2001.0,42,"The molecule presents an exceptionally lean, low-molecular-weight (MW ~233) scaffold with near-perfect physicochemical properties for CNS penetration (cLogP ~2.5, TPSA ~38 Å²). The LipE is likely excellent given the minimal lipophilic bulk. However, from a structural MedChem perspective, the presence of an unhindered methyl ester is a glaring metabolic liability. Carboxylesterases (CES1/CES2) will rapidly hydrolyze this moiety to the corresponding zwitterionic carboxylic acid, which will be completely excluded from the brain, resulting in a precipitous drop in efficacy and an ultra-short half-life. While the biological advisory suggests formulation can overcome this, relying on extended-release technologies to salvage a metabolically fragile NCE is a significant developability compromise. The secondary amine and phenyl ring are also susceptible to N-oxidation and aromatic hydroxylation. The hERG risk is mitigated by the short spacer between the basic center and the aromatic ring, avoiding the classic 3-4 methylene hERG pharmacophore. Integrating the biological advisory's penalty for historical target stigma and abuse liability, the score reflects a highly potent but metabolically flawed asset. Tox Summary: Clean.",Low,None (Ester moiety drives rapid clearance rather than direct toxicity),0.85,Excellent physicochemical properties and lack of structural tox alerts suggest high tolerability. Rapid clearance of the parent ester to a polar acid minimizes systemic accumulation and off-target toxicity.,0.55,"High BBB penetrance guarantees target engagement, but the ultra-short half-life driven by esterase cleavage poses a severe challenge for maintaining sustained efficacy without advanced formulation.",0.45,"Chronic safety is generally acceptable, but the rapid PK transients (peak/trough) driven by the ester hydrolysis could exacerbate on-target psychiatric and cardiovascular liabilities.",0.210375,ELITE,"Catecholamine reuptake inhibition is a deeply validated mechanism for CNS indications, with a well-characterized signaling pathway and deep clinical precedent. The low molecular weight and high lipophilicity of this scaffold guarantee excellent blood-brain barrier penetration, allowing for low clinical dosing and negligible hepatic burden (low DILI risk). The primary biological liabilities are strictly on-target: cardiovascular stimulation (tachycardia, hypertension) via peripheral norepinephrine accumulation, and psychiatric risks (insomnia, abuse liability) driven by rapid dopamine transients in the striatum. The presence of an ester linkage suggests rapid systemic hydrolysis by carboxylesterases, which may necessitate extended-release formulations to avoid peak-dose euphoria and trough-dose crashing, but the fundamental pharmacology is highly tractable and historically successful."
Lisdexamfetamine,,Prodrug (amphetamine),Prodrug converted to Dextroamphetamine (targeting DAT and NET),ADHD,Approved,2007,,,approved,CNS,,approved_control,Approved controls (success),C[C@@H](CC1=CC=CC=C1)NC(=O)[C@H](CCCCN)N,VOBHXZCDAVEXEY-JSGCOSHPSA-N,11597698,OK,2007.0,22,"This is a structurally elegant, purpose-built prodrug. By conjugating a highly polar, basic amino acid moiety to the lipophilic phenethylamine core via an amide linkage, the molecule deliberately violates standard CNS MPO (cLogP < 0, high HBD/TPSA). This is a feature, not a flaw: it completely abolishes the BBB permeability of the intact molecule. Absorption likely leverages intestinal peptide transporters, followed by rate-limiting extrahepatic peptidase cleavage (e.g., in erythrocytes). This elegantly addresses the primary liability of the parent class—Cmax-driven euphoria—by enforcing a smooth, sustained pharmacokinetic release profile. The cleavage byproducts are the active pharmacophore and a benign, endogenous amino acid, entirely sidestepping idiosyncratic fragment toxicity or DILI risks. While the inherent sympathomimetic pharmacology carries unavoidable cardiovascular baggage (warranting the biological 10-point penalty), the chemical execution of this prodrug strategy is flawless. Tox Summary: Clean.",Low,None (cleavage yields endogenous amino acid and active payload),0.85,"Exceptional safety profile for the prodrug itself. Cleavage yields a natural amino acid and a well-characterized active moiety. No structural alerts, MBI, or hERG liabilities in the intact scaffold.",0.75,"Highly validated biological mechanism. The prodrug design reliably utilizes endogenous peptidases to deliver the active payload, ensuring target engagement with a superior, rate-limited PK profile.",0.65,The rate-limited PK directly mitigates the primary commercial and regulatory hurdle of the parent class (abuse potential). Chronic sympathomimetic risks remain but are predictable and manageable within the indication.,0.414375,ELITE,"The biological premise of utilizing an amino acid-conjugated prodrug of amphetamine is highly rational and clinically validated. The core mechanism—dopamine and norepinephrine release via TAAR1/VMAT2 modulation—is arguably the most efficacious and deeply characterized paradigm in CNS pharmacology for attention and arousal disorders. The primary liability of the parent molecule is its rapid CNS penetrance leading to Cmax-driven euphoria and high abuse potential. By requiring enzymatic cleavage (typically via red blood cell or intestinal peptidases) to liberate the active moiety, this prodrug design enforces a rate-limited pharmacokinetic profile. This blunts the euphoric spike and provides a sustained therapeutic effect, directly addressing the target's historical stigma. While chronic sympathomimetic activation carries unavoidable cardiovascular (hypertension, tachycardia) and psychiatric (insomnia, appetite suppression) risks, these are predictable, monitorable, and acceptable within the indication. The dose burden is low, and extrahepatic cleavage minimizes DILI risk. This is an elite, low-attrition biological strategy."
Atomoxetine,,Selective NRI,Norepinephrine transporter (NET),ADHD,Approved,2002,,,approved,CNS,,approved_control,Approved controls (success),CC1=CC=CC=C1O[C@H](CCNC)C2=CC=CC=C2,VHGCDTVCOLNTBX-QGZVFWFLSA-N,54841,OK,2002.0,20,"A masterclass in CNS physicochemical design. With a MW around 255 Da, a cLogP in the ideal 3.0-3.5 range, and a TPSA of ~21 Å², this scaffold perfectly aligns with strict CNS MPO guidelines, ensuring excellent blood-brain barrier penetrance without relying on gratuitous lipophilicity. The high LipE potential is commendable. The primary structural liability lies in its metabolic profile: the combination of a basic secondary amine and an unsubstituted phenyl ring creates a textbook CYP2D6 substrate pharmacophore, raising the risk of polymorphic metabolism and variable patient exposure. Additionally, the basic center linked to dual lipophilic aryl rings presents a mild hERG pharmacophore, though the low overall molecular weight and controlled cLogP prevent severe lipophilic trapping in the channel. As noted by the biological advisory, the low projected dose mitigates DILI risk, and the target biology is highly validated. Tox Summary: Clean.",Medium,"None. Unsubstituted phenyl ring poses a risk for rapid CYP2D6-mediated para-hydroxylation, but no reactive toxicophores or MBI alerts are present.",0.85,Exceptional physicochemical properties and absence of MBI or severe toxicophores predict a smooth safety profile. Mild hERG risk is manageable at the low projected Cmax.,0.65,Highly validated mechanism (NET blockade) combined with guaranteed BBB penetrance strongly supports target engagement and clinical efficacy.,0.45,"Chronic safety is supported by the low dose and clean structure, though polymorphic metabolism (CYP2D6) and on-target sympathomimetic effects may require careful dosing strategies.",0.248625,ELITE,"The biological rationale for selective Norepinephrine Reuptake Inhibitors (NRIs) in CNS indications is exceptionally well-characterized and deeply validated. The mechanism of action relies on blocking the presynaptic NET transporter, increasing synaptic norepinephrine—a proven therapeutic hypothesis for modulating attention, arousal, and mood. Unlike novel, uncharacterized CNS targets that often fail due to fundamental biological misunderstandings, this class has a robust historical track record. On-target liabilities are predictable and primarily sympathomimetic (e.g., dose-dependent increases in heart rate and blood pressure, insomnia, and dry mouth), which are clinically manageable and do not constitute a 'graveyard' toxicity profile. Furthermore, the structural simplicity and low molecular weight of this scaffold predict excellent blood-brain barrier penetrance at low-to-moderate systemic doses (<100 mg/day), significantly mitigating the risk of dose-driven, high-burden hepatotoxicity (DILI). While chronic CNS indications demand rigorous long-term safety, the biological uncertainty here is minimal."
Armodafinil,,Wakefulness agent,DAT inhibition (R-enantiomer of modafinil),Narcolepsy,Approved,2007,,,approved,CNS,,approved_control,Approved controls (success),C1=CC=C(C=C1)C(C2=CC=CC=C2)[S@](=O)CC(=O)N,YFGHCGITMMYXAQ-LJQANCHMSA-N,9690109,OK,2007.0,68,"Physicochemically, this molecule sits in an optimal CNS MPO space: MW < 300, TPSA ~79 Å², and a cLogP in the 1.0-2.0 range. It will cross the blood-brain barrier effortlessly. Furthermore, it completely lacks a basic amine, cleanly bypassing the classic hERG pharmacophore. However, the MedChem critique aligns perfectly with the Biological Advisory: this scaffold is fundamentally too simple. The diphenylmethyl-sulfinyl-acetamide lacks the complex 3D vectors and specific hydrogen-bond geometries required for high-affinity (nanomolar) target engagement. Consequently, ligand efficiency (LipE) is exceptionally poor, mandating a massive clinical dose (>100 mg/day) to force receptor occupancy via mass action. In chronic CNS indications, this high daily mass burden is a severe liability, directly driving idiosyncratic toxicity risks such as DILI and Severe Cutaneous Adverse Reactions (SCARs). Metabolically, the primary amide is highly susceptible to amidase-mediated hydrolysis to the inactive carboxylic acid, while the chiral sulfoxide is vulnerable to CYP-mediated oxidation to the sulfone. Additionally, the bulky, flat diphenylmethyl motif is a classic pharmacophore for PXR/CAR activation, virtually guaranteeing CYP3A4 auto-induction and significant drug-drug interactions (DDIs). While the isolation of the single enantiomer at the sulfoxide is a sound MedChem refinement, it does not rescue the fundamental flaw of low potency. Tox Summary: Not Clean (High-dose idiosyncratic tox risk, SCARs liability, and severe CYP induction).",Medium,"['Diphenylmethyl motif (PXR/CAR activation leading to CYP induction)', 'High-dose idiosyncratic tox drivers (SCARs/DILI risk)']",0.75,"Acute safety is generally acceptable as the molecule lacks direct reactive electrophiles or hERG liabilities, allowing it to clear early single-ascending dose hurdles.",0.6,"Excellent brain penetrance and a clinically validated monoaminergic mechanism provide a strong probability of achieving proof-of-concept, provided the dose is pushed high enough.",0.3,"Chronic administration of a high-dose, low-affinity agent in a broad population exposes the severe liabilities of idiosyncratic toxicity (SCARs) and complex DDI management due to enzyme induction.",0.135,CAUTION,"The biological rationale for non-amphetamine wakefulness agents (typically atypical DAT inhibitors or broad monoaminergic modulators) is clinically validated, offering a lower abuse liability than classical stimulants. However, this mechanism is not without significant biological friction. The relatively simple, low-complexity scaffold (diphenylmethyl-sulfinyl-acetamide) strongly predicts low target binding affinity, necessitating a high clinical dose (>100 mg/day) to achieve adequate CNS penetrance and receptor occupancy. In chronic CNS indications, high daily mass burdens directly correlate with increased risks of idiosyncratic toxicity, including hepatotoxicity and severe cutaneous adverse reactions (SCARs). Furthermore, any agent elevating synaptic dopamine or monoamines carries unavoidable on-target liabilities: cardiovascular stimulation (hypertension, tachycardia) and neuropsychiatric effects (anxiety, insomnia). While the efficacy is highly probable, the chronic high-dose safety profile and inherent stimulant-like liabilities prevent an ELITE designation."
