compound,Alias,target_class,specific_target,indication,max_phase,year-approved,year_stopped,primary_safety_signal,category,therapeutic_area,failure_type,MedChem_Descriptor_Tag,Outcome_Granularity,isomeric,inchikey,cid,status,year_clean,Edward Score V23,Rationale V23,metabolic_stability_estimate,potential_toxic_fragments,P1 Prob V23,P1 Rationale V23,P2 Prob V23,P2 Rationale V23,P3 Prob V23,P3 Rationale V23,TCSP V23,Salah Verdict V23,Biological Risk V23
Frovatriptan,,5-HT1B/1D agonist,5-HT1B and 5-HT$D receptors,Migraine,Approved,2001,,,approved,CNS,,approved_control,Approved controls (success),CN[C@@H]1CCC2=C(C1)C3=C(N2)C=CC(=C3)C(=O)N,XPSQPHWEGNHMSK-SECBINFHSA-N,77992,OK,2001.0,55,"From a purely physicochemical standpoint, this molecule is an exceptionally well-optimized CNS penetrant. The rigid tetrahydrocarbazole scaffold locks the pharmacophore into an entropically favored conformation, minimizing the penalty upon receptor binding. With a molecular weight under 250 Da, a TPSA of ~71 Å², and a cLogP in the ideal 1.5-2.0 range, it achieves high Lipophilic Efficiency (LipE) without relying on the 'grease tax'. The electron-withdrawing primary carboxamide strategically deactivates the electron-rich indole core, providing a shield against rapid electrophilic oxidation. However, per the biological advisory, this elegant chemistry is wasted on a fundamentally flawed target. The mechanism-based 5-HT1B agonism guarantees coronary vasoconstriction, creating an unavoidable cardiovascular liability. I have applied the +40 penalty for this biological regression. Tox Summary: Chemically Clean, Biologically Compromised (Vasospasm risk).",Medium,None chemically (liability is entirely mechanism-based via the 5-HT1B pharmacophore),0.65,"Chemical developability is elite, and the lack of lipophilicity mitigates hERG risk. However, Phase 1 will require intense cardiovascular monitoring due to the inherent vasoconstrictive mechanism.",0.5,"The rigid, low-MW structure guarantees excellent target engagement and CNS penetration, but early signs of off-tissue target engagement (coronary arteries) may cause dose-limiting toxicities.",0.15,"The biological flaw is fatal for broad commercialization. Chronic use or application in a broader demographic will inevitably trigger severe cardiovascular events, leading to a heavily restricted label or outright failure.",0.04875,CAUTION,"While 5-HT1B/1D agonism is a historically validated mechanism for acute CNS vascular indications, the biology is fundamentally flawed by off-tissue target expression. 5-HT1B receptors are densely expressed in human coronary arteries. Agonism inherently drives coronary vasoconstriction, creating an unavoidable, mechanism-based risk of myocardial ischemia, vasospasm, and severe cardiovascular events. Furthermore, chronic engagement of this axis leads to medication-overuse rebound effects and carries a systemic risk of serotonin syndrome when combined with other psychiatric polypharmacy. In a modern clinical landscape where non-vasoconstrictive mechanisms exist for this indication, advancing a novel 5-HT1B/1D agonist is biologically regressive and guarantees a heavily restricted, heavily monitored patient population."
Ubrogepant,,CGRP antagonist,CGRP receptor,Migraine,Approved,2019,,,approved,CNS,,approved_control,Approved controls (success),C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=CC=CC=C6,DDOOFTLHJSMHLN-ZQHRPCGSSA-N,68748835,OK,2019.0,82,"This molecule is a thermodynamic brick attempting to masquerade as a CNS penetrant. With a molecular weight exceeding 550 Da and a TPSA hovering around 104 Å², it flagrantly violates strict CNS MPO boundaries (target MW < 450, TPSA < 90). While the rigid spiro-fused azaoxindole and low rotatable bond count provide an entropic advantage for target affinity, the physicochemical penalty is severe. As noted in the biological advisory, driving adequate CNS receptor occupancy with such poor BBB permeability metrics necessitates brute-force peripheral dosing. This high dose burden, coupled with a highly aromatic and complex scaffold, perfectly aligns with the 'Rule of Two' for idiosyncratic Drug-Induced Liver Injury (DILI). The lack of a basic amine (pKa < 8) successfully mitigates hERG liability, and the N-trifluoroethyl group provides some metabolic shielding, but these do not offset the massive hepatic clearance required for a heavy molecule. The therapeutic window will be entirely dictated by liver tolerability rather than target pharmacology. Tox Summary: Not Clean (High idiosyncratic DILI risk driven by physicochemical inefficiency and requisite high dose burden).",Medium,"['Spiro-azaoxindole (potential for CYP-mediated reactive intermediate formation)', 'Unsubstituted phenyl ring (arene oxide formation risk under high dose burden)']",0.6,"Acute dosing in healthy volunteers may bypass immediate severe toxicity, as idiosyncratic DILI typically requires longer exposure, though high Cmax requirements may cause GI/tolerability issues.",0.35,"Target engagement is likely achievable, but the high doses required to force this heavy scaffold across the BBB will likely trigger early transaminase (ALT/AST) elevations in a subset of patients.",0.1,"The ultimate graveyard for high-dose, high-MW hepatically cleared drugs. Chronic administration in a large, diverse population is highly likely to trigger Hy's Law cases, capping approval probability.",0.021,CAUTION,"CGRP antagonism is a validated mechanism for CNS indications like migraine, but the target class is a notorious clinical graveyard for hepatotoxicity. The 'gepant' class carries a massive historical stigma: achieving sufficient receptor occupancy typically requires a high dose burden (>100mg). This molecule's bulky, complex spiro-fused scaffold and multiple chiral centers suggest poor physicochemical efficiency, practically guaranteeing a high clinical dose to drive CNS exposure. High dose combined with inevitable hepatic clearance is a textbook recipe for idiosyncratic Drug-Induced Liver Injury (DILI). The liver has a finite capacity, and this molecule will test it. The therapeutic window is entirely dependent on keeping the absolute dose low, which this heavy scaffold will struggle to achieve."
Rimegepant,,CGRP antagonist,CGRP receptor,Migraine,Approved,2020,,,approved,CNS,,approved_control,Approved controls (success),C1C[C@H](C2=C(C=CC=N2)[C@H]([C@@H]1C3=C(C(=CC=C3)F)F)N)OC(=O)N4CCC(CC4)N5C6=C(NC5=O)N=CC=C6,KRNAOFGYEFKHPB-ANJVHQHFSA-N,51049968,OK,2020.0,88,"This molecule is a physicochemical disaster for a CNS indication. With a molecular weight well over 550 Da and a TPSA exceeding 110 Å² (driven by a primary amine, a carbamate, and an imidazopyridinone), it flagrantly violates every CNS MPO guideline. It is a 'Brick' that will be heavily restricted by the blood-brain barrier and highly susceptible to P-glycoprotein efflux. To achieve meaningful target engagement in the brain against an endogenous peptide, the required clinical dose will be astronomical. As the biological advisory correctly highlights, this massive dose burden combined with extensive hepatic clearance of a highly complex, multi-ring system is a textbook recipe for idiosyncratic Drug-Induced Liver Injury (DILI). The carbamate linkage and primary amine offer multiple vectors for metabolic processing, further increasing the risk of reactive intermediate formation. The LipE is entirely compromised by the sheer molecular bulk required for affinity. Tox Summary: Not Clean (Severe DILI risk driven by high dose requirements and structural complexity).",Low,"['Primary amine (potential for reactive aldehyde formation via deamination)', 'Carbamate linkage (hydrolytic liability and metabolic soft spot)', 'Imidazo[4,5-b]pyridin-2-one (oxidative susceptibility)']",0.35,High dose requirements to overcome poor BBB penetration will immediately expose hepatic liabilities and DILI risk in healthy volunteers.,0.2,"Efficacy in the CNS is highly improbable due to massive efflux liability (high MW, high TPSA, basic amine) preventing adequate central receptor occupancy.",0.05,"Chronic administration of a high-dose, hepatically cleared 'brick' virtually guarantees late-stage idiosyncratic toxicity failures.",0.0035,CAUTION,"CGRP antagonism is a clinically validated mechanism for CNS indications like migraine, but the small-molecule landscape is a historical graveyard of hepatotoxicity. To outcompete the endogenous CGRP peptide, these bulky antagonists typically require massive clinical doses (>100mg). The structural complexity of this NCE—featuring multiple fused aromatic systems, a carbamate linkage, and a difluorophenyl group—suggests high molecular weight and poor ligand efficiency, virtually guaranteeing a high dose burden to achieve adequate receptor occupancy. High dose combined with extensive hepatic metabolism is the exact recipe that killed first-generation molecules in this class via idiosyncratic Drug-Induced Liver Injury (DILI). The therapeutic window relies entirely on keeping the daily dose low enough to spare the liver, which is highly improbable with this heavy chemotype."
Atogepant,,CGRP antagonist,CGRP receptor,Migraine,Approved,2021,,,approved,CNS,,approved_control,Approved controls (success),C[C@@H]1[C@@H](C[C@@H](C(=O)N1CC(F)(F)F)NC(=O)C2=CC3=C(C[C@@]4(C3)C5=C(NC4=O)N=CC=C5)N=C2)C6=C(C=CC(=C6F)F)F,QIVUCLWGARAQIO-OLIXTKCUSA-N,72163100,OK,2021.0,78,"This NCE is a classic 'Brick' masquerading as a CNS drug. With an estimated MW exceeding 600 Da and a TPSA hovering around 100 Å², it severely violates CNS MPO guidelines. Brain penetrance will rely entirely on brute-force lipophilicity (driven by the trifluoroethyl, trifluorophenyl, and massive spiro-fused azaindole systems), which guarantees high non-specific binding, poor Lipophilic Efficiency (LipE), and high plasma protein binding. Integrating the biological advisory: the structural complexity and extreme lipophilicity perfectly align with the 'Rule of Two' for Drug-Induced Liver Injury (DILI). The molecule's poor aqueous solubility will demand a high clinical dose to achieve adequate free-drug CNS exposure, turning the liver into a metabolic sink for this highly halogenated, rigid scaffold. While the halogens block specific oxidative hotspots, the sheer lipophilic bulk will force extensive CYP3A4/hepatic clearance, creating a perfect storm for transaminase elevations. Tox Summary: Not Clean (Severe DILI liability driven by physicochemical bloat).",Medium,"['Spiro-azaindole complex (metabolic sink)', 'Trifluorophenyl/Trifluoroethyl clusters (extreme lipophilicity drivers for hepatic burden)']",0.45,High lipophilicity and massive MW trigger severe DILI concerns. Phase 1 will likely reveal transaminase elevations at the high doses required to force this brick across the BBB.,0.25,Efficacy is compromised by poor free-drug fraction in the CNS. High plasma protein binding and potential P-gp efflux (due to high MW/TPSA) will severely limit target engagement.,0.1,"Chronic administration of a highly lipophilic, high-dose 'Brick' with known target-class DILI liabilities makes Phase 3 survival highly improbable.",0.01125,CAUTION,"CGRP antagonism is a clinically validated mechanism for CNS indications, but the target class is a historical graveyard for idiosyncratic Drug-Induced Liver Injury (DILI). The structural complexity, high lipophilicity, and multiple halogenated rings of this NCE suggest poor aqueous solubility and a high likelihood of extensive hepatic metabolism. To achieve adequate CNS penetration and maintain the high receptor occupancy required for efficacy, this molecule will likely demand a high clinical dose burden (>50-100mg). A high dose combined with heavy hepatic clearance is the exact recipe for transaminase elevations that have historically terminated early-generation CGRP antagonists in late-stage trials. The liver is not a limitless sponge."
Lasmiditan,,5-HT1F agonist,5-HT1F receptor,Migraine,Approved,2019,,,approved,CNS,,approved_control,Approved controls (success),CN1CCC(CC1)C(=O)C2=NC(=CC=C2)NC(=O)C3=C(C=C(C=C3F)F)F,XEDHVZKDSYZQBF-UHFFFAOYSA-N,11610526,OK,2019.0,68,"From a purely physicochemical standpoint, this molecule is a textbook execution of CNS MPO design: MW < 400, TPSA ~62 Å², HBD=1, and a cLogP in the Goldilocks zone (~2.5-3.0). However, as Salah correctly identifies, this structural perfection is its own undoing. The highly deactivated 2,4,6-trifluorophenyl ring acts as an impenetrable metabolic shield and a massive lipophilic anchor. When coupled with the strongly basic N-methylpiperidine (pKa ~9.5), the molecule is engineered for explosive, unbuffered blood-brain barrier penetration. This guarantees the sharp Cmax-driven neurotoxicity (dizziness, somnolence) flagged in the biological advisory. Furthermore, this basic amine-spacer-lipophilic tail topology forms a classic hERG pharmacophore, introducing cardiac repolarization risks that narrow the therapeutic index. The primary metabolic liabilities are N-demethylation of the piperidine and potential ketone reduction, though the fluorinated tail is bulletproof against CYP oxidation. The 30-point biological penalty is fully justified: the molecule achieves target engagement at the cost of severe, dose-limiting CNS tolerability issues. Tox Summary: Not Clean (Cmax-driven neurotoxicity and moderate hERG liability).",Medium,"N-methylpiperidine (hERG pharmacophore basic center, N-demethylation hotspot), 2,4,6-trifluorophenyl (excessive lipophilic driver for non-specific CNS binding)",0.55,"While devoid of hard-kill reactive metabolites (no MBI or fragment tox), the rapid BBB penetrance will trigger dose-limiting CNS adverse events (somnolence, dizziness) in healthy volunteers, complicating maximum tolerated dose (MTD) establishment.",0.45,"Target engagement at 5-HT1F is highly probable given the physicochemical properties, but the therapeutic window is razor-thin. Achieving acute efficacy will require doses that directly overlap with the Cmax-driven neurotoxicity threshold.",0.35,"Even if efficacy is proven, the commercial viability is severely handicapped by the adverse event profile. A CNS drug that causes severe dizziness and driving impairment will face massive compliance hurdles and regulatory scrutiny.",0.086625,CAUTION,"Targeting the 5-HT1F receptor is a biologically validated strategy to bypass the 5-HT1B/1D-mediated vasoconstrictive cardiovascular liabilities of legacy triptans. However, this mechanism is a double-edged sword. To achieve efficacy, the molecule must achieve high CNS penetrance to inhibit central trigeminal pain pathways. The highly fluorinated, lipophilic tail coupled with the basic piperidine ensures rapid blood-brain barrier crossing, which will inevitably drive sharp Cmax-related neurotoxicity. Expect dose-limiting CNS adverse events, including severe dizziness, somnolence, and cognitive/driving impairment. The clinical dose required for acute efficacy will likely be high enough to trigger these Cmax-driven CNS liabilities, severely capping patient compliance and overall tolerability."
Eszopiclone,,Z-drug (GABA-A modulator),"GABA_A receptor (non-selective PAM at _1_,_2_,_3_,_5_)",Insomnia,Approved,2004,,,approved,CNS,,approved_control,Approved controls (success),CN1CCN(CC1)C(=O)O[C@H]2C3=NC=CN=C3C(=O)N2C4=NC=C(C=C4)Cl,GBBSUAFBMRNDJC-INIZCTEOSA-N,969472,OK,2004.0,48,"From a purely physicochemical standpoint, this scaffold is a masterclass in CNS design. With a MW < 400, HBD of 0, and an estimated cLogP well within the 1.5-2.5 Goldilocks zone, it perfectly evades the 'Grease Tax' and guarantees high LipE. The N-methylpiperazine motif ensures adequate aqueous solubility, while the carbamate linkage is strategically shielded from rapid esterase hydrolysis by the adjacent chiral center on the rigid bicyclic core. Metabolic liabilities are largely restricted to predictable N-demethylation and N-oxidation, with no structural alerts for mechanism-based inhibition or reactive metabolite formation. Furthermore, the low lipophilicity effectively neutralizes any hERG risk typically associated with basic amines. However, I must integrate Salah's +30 point penalty for the severe pharmacodynamic liabilities of the GABA-A mechanism. The chemistry is pristine, but the biological target guarantees a razor-thin therapeutic index, tolerance, and significant neuropsychiatric toxicity. Tox Summary: Clean.",Medium,None significant; carbamate is sterically protected.,0.8,"Excellent physicochemical properties, low cLogP, and low projected clinical dose (<10mg) virtually eliminate DILI and off-target toxicity risks.",0.7,"Highly validated mechanism with optimal CNS penetration parameters (HBD=0, low MW) ensuring robust target engagement.",0.2,"Severely penalized due to on-target GABA-A liabilities: tolerance, abuse potential, parasomnias, and high risk of ataxia/falls in the elderly.",0.112,CAUTION,"GABA-A positive allosteric modulation is a clinically validated but highly stigmatized mechanism. While the high potency of this scaffold predicts a low clinical dose (<10mg), effectively eliminating the risk of high-burden DILI, the pharmacodynamic liabilities are severe. This target class is notorious for dose-dependent neuropsychiatric toxicity. You are trading wakefulness for anterograde amnesia, complex sleep behaviors (parasomnias), and next-day psychomotor impairment. Furthermore, chronic engagement of GABA-A inevitably drives receptor downregulation, leading to tolerance, rebound insomnia, and significant abuse liability. The therapeutic index between baseline sedation and cognitive toxicity is razor-thin, particularly in elderly populations where the risk of ataxia and fatal falls skyrockets."
Zaleplon,,Z-drug (GABA-A modulator),GABA_A receptor (_1_-subunit selective PAM),Insomnia,Approved,1999,,,approved,CNS,,approved_control,Approved controls (success),CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,HUNXMJYCHXQEGX-UHFFFAOYSA-N,5719,OK,1999.0,68,"Physicochemically, this molecule is a textbook CNS penetrant: MW < 350, HBD = 0, TPSA < 90 Å², and a cLogP in the Goldilocks zone (~2.0). The LipE is likely excellent, and the lack of a basic amine completely bypasses the hERG pharmacophore. However, the metabolic profile is a pharmacokinetic trap. The N-ethylacetamide moiety is highly vulnerable to rapid CYP-mediated N-dealkylation, and the pyrazolo[1,5-a]pyrimidine core is a classic, notorious substrate for Aldehyde Oxidase (AO). This guarantees an ultra-short systemic half-life. While the chemist clearly designed this rapid washout to avoid the next-day hangover associated with GABA-A PAMs, this perfectly triggers the biological advisory's exact warning: the fleeting PK profile fails to maintain sleep architecture, practically begging the patient to double-dose in the middle of the night, thereby skyrocketing the risk of parasomnias, amnesia, and fatal falls. You have engineered a molecule that perfectly executes a flawed clinical premise. Tox Summary: Clean structurally, but pharmacokinetically hazardous due to extreme clearance rates.",Low,"N-ethylacetamide (rapid N-dealkylation liability), Pyrazolo[1,5-a]pyrimidine (Aldehyde Oxidase susceptibility)",0.75,"Excellent physicochemical properties, low MW, and absence of basic amines mitigate hERG and acute toxicity risks. Phase 1 safety should be easily cleared.",0.35,"Brain penetration is guaranteed, but the ultra-rapid clearance via AO and CYP3A4 will make demonstrating sustained efficacy (sleep maintenance) nearly impossible without complex formulation.",0.1,"The 40-point biological penalty dominates here. FDA scrutiny over GABA-A parasomnias, combined with the double-dosing risk inherent to its rapid PK washout, severely cripples Phase 3 and commercial viability.",0.02625,CAUTION,"GABA-A positive allosteric modulation is a heavily stigmatized and clinically exhausted mechanism. While biologically validated for CNS depression and sleep onset, the clinical therapeutic window is razor-thin. The FDA heavily scrutinizes this class due to severe parasomnias (complex sleep behaviors like sleep-driving), anterograde amnesia, and next-day psychomotor impairment. To avoid next-day hangover, these molecules require rapid systemic clearance, but this rapid washout often fails to maintain sleep architecture, leading to patient double-dosing and subsequent overdose or respiratory depression risks. Furthermore, the primary demographic (the elderly) is highly vulnerable to ataxia, cognitive blunting, and fatal falls under this mechanism."
Suvorexant,,Orexin receptor antagonist,OX1 and OX2 receptors,Insomnia,Approved,2014,,,approved,CNS,,approved_control,Approved controls (success),C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,JYTNQNCOQXFQPK-MRXNPFEDSA-N,24965990,OK,2014.0,50,"The architecture demonstrates sophisticated CNS MedChem, specifically in hERG mitigation. The 1,4-diazepane core typically presents a basic amine liability, but here, both nitrogens are electronically deactivated—one via acylation and the other via conjugation with the benzoxazole ring (forming a 2-aminobenzoxazole system). This drops the pKa significantly, neutralizing the classic hERG pharmacophore. CNS MPO is tightly controlled: HBD is 0, and TPSA is precisely engineered to sit just below the 90 Å² threshold (~88 Å²). However, the biological advisory's warning regarding the narrow PK window and DILI risk is structurally validated. The molecule relies heavily on benzylic and aliphatic methyl oxidations (on the phenyl ring and diazepane core) to achieve the rapid clearance necessary to avoid next-day somnolence. This deliberate metabolic instability, coupled with a 1,2,3-triazole motif and a cLogP approaching 4.0, strongly flags for CYP3A4 interaction and potential DDI liabilities. The high lipophilicity and rigid, flat aromatic systems also push the boundaries of solubility, increasing the risk of idiosyncratic DILI as noted in the 25-point biological penalty. Tox Summary: Not Clean (CYP3A4 DDI and DILI risk).",Low,"['1,2,3-triazole (CYP3A4 coordination/DDI risk)', 'Chlorobenzoxazole (potential reactive intermediate upon oxidative ring opening)']",0.65,"Excellent hERG mitigation via pKa suppression ensures basic cardiovascular safety. However, the heavy reliance on CYP3A4 for clearance and the presence of the triazole introduce DDI risks that suppress the Phase 1 probability.",0.45,"High rigidity (low rotatable bonds) and optimal LipE suggest excellent target engagement. The primary risk here is pharmacokinetic: inter-patient variability in CYP3A4 metabolism could cause exposure to swing wildly, failing the strict <8h half-life requirement for sleep maintenance without next-day impairment.",0.15,Capped by the historical DILI stigma of the target class and the unforgiving clinical window. The lipophilic burden (cLogP ~4) combined with a high projected clinical dose to maintain sleep architecture creates a persistent idiosyncratic toxicity risk.,0.043875,CAUTION,"Orexin receptor antagonism is a validated mechanism for CNS sleep disorders, avoiding the broad respiratory depression of GABAergic modulators. However, the clinical window is notoriously unforgiving. The primary biological risks are target-mediated: excessive orexin blockade induces narcolepsy-like symptoms (cataplexy, sleep paralysis, hypnagogic hallucinations) and severe next-day somnolence. Furthermore, the target class carries historical baggage; early pipeline DORAs failed due to idiosyncratic DILI. The lipophilicity required for CNS penetration guarantees heavy reliance on hepatic clearance (typically CYP3A4), creating significant DDI liabilities. The clinical success of this NCE hinges entirely on a perfect pharmacokinetic tightrope: if the half-life exceeds 8 hours, Phase 3 trials will be torpedoed by next-day impairment; if too short, sleep maintenance fails."
Lemborexant,,Orexin receptor antagonist,OX1 and OX2 receptors,Insomnia,Approved,2019,,,approved,CNS,,approved_control,Approved controls (success),CC1=NC(=NC=C1OC[C@]2(C[C@H]2C(=O)NC3=NC=C(C=C3)F)C4=CC(=CC=C4)F)C,MUGXRYIUWFITCP-PGRDOPGGSA-N,56944144,OK,2019.0,38,"This NCE exhibits an exceptional CNS multiparameter optimization (MPO) profile. The calculated physicochemical properties (MW ~410, cLogP ~3.0, TPSA ~77 Å², HBD=1) are perfectly dialed in for blood-brain barrier penetration. The use of a highly substituted cyclopropane core is a masterclass in conformational restriction; it locks the pharmacophore into its bioactive conformation, minimizing the entropic penalty of binding and driving up Lipophilic Efficiency (LipE) without relying on excessive lipophilicity. Strategic fluorination on the phenyl and pyridine rings effectively blocks aromatic oxidation hotspots. However, as highlighted by the biological advisory, this engineered metabolic stability is a double-edged sword for an orexin antagonist. The PK/PD tightrope demands a precise half-life to avoid next-day somnolence. The primary metabolic soft spots are the methyl groups on the 2,4-dimethylpyrimidine ring. If clearance via aliphatic oxidation is too slow or subject to polymorphic variability, the resulting accumulation will trigger severe CNS impairment. The lack of a basic amine (pKa < 8) elegantly bypasses hERG liabilities, and the low projected clinical dose mitigates the historical DILI risk associated with this class. Incorporating the 20-point penalty for the target's historical PK/PD stigma yields the final score. Tox Summary: Clean.",High,"None significant; 2,4-dimethylpyrimidine relies on aliphatic oxidation for clearance, risking variable PK.",0.85,"Excellent physicochemical properties and absence of structural alerts (no basic amine for hERG, no MBI motifs) predict a smooth Phase 1 safety profile. The low projected dose mitigates acute hepatotoxicity.",0.55,"High LipE and rigid conformation guarantee potent target engagement. However, Phase 2 attrition risk is elevated due to the strict PK requirements; any deviation in clearance rate will lead to next-day somnolence and dose-limiting adverse events.",0.4,"If the PK profile hits the 'Goldilocks' zone in Phase 2, Phase 3 success is highly probable. The primary risk remains rare idiosyncratic DILI or chronic neuropsychiatric effects from subtle accumulation over time.",0.187,CAUTION,"Orexin receptor antagonism is a clinically validated mechanism for insomnia, successfully bypassing the respiratory depression and severe dependency liabilities of GABA-A modulators. However, the target class is haunted by two distinct clinical traps. First, the 'Almorexant Trap': early generation orexin antagonists suffered from dose-dependent hepatotoxicity (DILI) driven by high hepatic clearance burdens. Second, the PK/PD tightrope: excessive half-life or high receptor occupancy inevitably causes next-day somnolence, sleep paralysis, and cataplexy (iatrogenic narcolepsy). The highly rigid cyclopropane core and strategic fluorination in this NCE suggest high target affinity and metabolic stability, predicting a low clinical dose (<50mg). This low dose effectively mitigates the DILI risk. Nevertheless, the biological risk remains entirely tethered to its pharmacokinetic clearance rate; any CYP-mediated accumulation will immediately trigger severe next-day CNS impairment and neuropsychiatric adverse events."
Ramelteon,,Melatonin MT1/MT2 agonist,MT1 and MT2 receptors,Insomnia,Approved,2005,,,approved,CNS,,approved_control,Approved controls (success),CCC(=O)NCC[C@@H]1CCC2=C1C3=C(C=C2)OCC3,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,208902,OK,2005.0,12,"Salah's biological optimism is actually warranted by the physicochemical reality of this scaffold. This is a masterclass in CNS MPO design. With a molecular weight of ~259 Da, a TPSA of ~38 Å², and an estimated cLogP in the Goldilocks zone of 2.0-2.5, this molecule will cross the blood-brain barrier with near-perfect efficiency. Crucially, the nitrogen is tied up as a neutral propionamide, completely eliminating the basic center required for the hERG pharmacophore—a massive de-risking step for cardiac safety. The rigidified tricyclic dihydrobenzofuran-fused cyclopentane core provides excellent 3D vector projection without resorting to lazy lipophilic bulk, entirely avoiding the 'Grease Tax'. While the aliphatic propionamide tail and cyclopentane ring present obvious soft spots for CYP-mediated oxidation, these will yield predictable, non-reactive hydroxylated metabolites rather than toxicophores. There are no benzodioxole MBI alerts, and the exceptionally low mass burden virtually eliminates idiosyncratic DILI risk. Tox Summary: Clean.",Medium,None. The dihydrobenzofuran motif is structurally distinct from the high-risk methylenedioxyphenyl (benzodioxole) MBI alert.,0.85,"Exceptional safety profile. The lack of a basic amine neutralizes hERG risk, and the low molecular weight/cLogP profile completely bypasses the Rule of Two for DILI.",0.55,"Near-perfect CNS MPO parameters guarantee excellent brain penetrance. Assuming sub-nanomolar affinity, the LipE will be >6, driving robust target engagement at low doses.",0.45,"Chronic safety is highly probable due to the lack of reactive metabolites, low daily mass burden, and absence of off-target promiscuity drivers.",0.210375,ELITE,"MT1/MT2 agonism is a highly validated, biologically sound mechanism for circadian regulation and sleep onset. Unlike the GABA-A positive allosteric modulator graveyard, this target class completely bypasses catastrophic CNS depression, respiratory suppression, and abuse liability. The molecule's low molecular weight and lack of reactive structural alerts predict a highly potent interaction at the suprachiasmatic nucleus, translating to a very low clinical dose requirement (likely <10mg). This negligible mass burden shields the liver, virtually eliminating the risk of idiosyncratic DILI. The biological safety window here is massive."
Fingolimod,,S1P receptor modulator,"Sphingosine-1-phosphate receptors (S1P1, S1P3, S1P4, S1P5)",Multiple sclerosis,Approved,2010,,,approved,CNS,,approved_control,Approved controls (success),CCCCCCCCC1=CC=C(C=C1)CCC(CO)(CO)N,KKGQTZUTZRNORY-UHFFFAOYSA-N,107970,OK,2010.0,82,"This molecule is structurally a literal surfactant. The extreme amphiphilic nature—a highly lipophilic unshielded nonyl tail coupled to a highly polar 2-amino-1,3-propanediol head group—guarantees massive non-specific membrane partitioning, high volume of distribution, and severe phospholipidosis. With >10 rotatable bonds, it triggers the 'Balloon' alert, incurring a massive entropic penalty upon binding. Metabolically, the exposed alkyl chain is a prime target for rapid ω and ω-1 oxidation. As highlighted by the biological advisory, the requirement for in vivo phosphorylation by sphingosine kinases to generate the active pharmacophore introduces unacceptable PK variability and hepatotoxicity risks. Furthermore, the primary amine (pKa ~9) linked to a massive hydrophobic domain perfectly matches the hERG pharmacophore, compounding the severe on-target S1P-mediated bradycardia and AV block. Tox Summary: Not Clean (Phospholipidosis, hERG, severe on-target immunosuppression).",Low,"['Unshielded nonyl chain (rapid ω-oxidation)', 'Amphiphilic surfactant motif (phospholipidosis)', 'Primary amine + hydrophobic tail (hERG pharmacophore)']",0.15,Severe first-dose bradycardia and AV block (on-target) combined with off-target hERG liability and phospholipidosis risk make safety clearance highly improbable.,0.3,"Target engagement is entirely dependent on variable in vivo phosphorylation by sphingosine kinases, leading to erratic PK/PD relationships and a razor-thin therapeutic window.",0.05,"Chronic S1P agonism inherently induces profound lymphopenia, elevating the risk of opportunistic infections (PML) and macular edema, which will likely derail chronic CNS trials.",0.00225,CAUTION,"S1P receptor modulation is a biologically validated mechanism for CNS neuroinflammation via lymphocyte sequestration, but it is a clinical minefield. The target class carries severe, hard-wired liabilities. Agonism of S1P receptors (particularly S1P1 and S1P3) triggers acute first-dose bradycardia and AV block, necessitating highly burdensome clinical monitoring. Furthermore, the very mechanism of efficacy inherently induces profound lymphopenia, elevating the risk of severe opportunistic infections (including PML) and macular edema. Structurally, this highly lipophilic, amphiphilic scaffold will partition heavily into membranes and likely requires in vivo phosphorylation by sphingosine kinases to become the active pharmacophore, introducing significant pharmacokinetic variability and potential hepatotoxicity. The therapeutic window is razor-thin."
